form,environ,age_group,scale,raw,t_score,percentile,min_age,max_age,interp_range
Toddler,Home,10-20 months,ST,61,40,16,10,20,Typical
Toddler,Home,10-20 months,ST,60,40,16,10,20,Typical
Toddler,Home,10-20 months,PLN,40,80,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,PLN,39,80,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,PLN,38,80,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,PLN,37,80,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,PLN,36,80,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,PLN,35,80,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,PLN,34,80,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,PLN,33,80,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,PLN,32,80,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,PLN,31,80,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,PLN,30,77,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,PLN,29,77,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,PLN,28,76,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,PLN,27,74,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,PLN,26,72,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,PLN,25,71,98,10,20,Severe Difficulties
Toddler,Home,10-20 months,PLN,24,69,97,10,20,Moderate Difficulties
Toddler,Home,10-20 months,PLN,23,67,96,10,20,Moderate Difficulties
Toddler,Home,10-20 months,PLN,22,66,95,10,20,Moderate Difficulties
Toddler,Home,10-20 months,PLN,21,64,92,10,20,Moderate Difficulties
Toddler,Home,10-20 months,PLN,20,62,88,10,20,Moderate Difficulties
Toddler,Home,10-20 months,PLN,19,60,84,10,20,Moderate Difficulties
Toddler,Home,10-20 months,PLN,18,58,79,10,20,Typical
Toddler,Home,10-20 months,PLN,17,56,73,10,20,Typical
Toddler,Home,10-20 months,PLN,16,54,66,10,20,Typical
Toddler,Home,10-20 months,PLN,15,52,58,10,20,Typical
Toddler,Home,10-20 months,PLN,14,50,50,10,20,Typical
Toddler,Home,10-20 months,PLN,13,47,38,10,20,Typical
Toddler,Home,10-20 months,PLN,12,45,31,10,20,Typical
Toddler,Home,10-20 months,PLN,11,43,24,10,20,Typical
Toddler,Home,10-20 months,PLN,10,40,16,10,20,Typical
Toddler,Home,10-20 months,SOC,40,80,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,SOC,39,80,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,SOC,38,80,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,SOC,37,80,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,SOC,36,80,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,SOC,35,80,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,SOC,34,80,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,SOC,33,78,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,SOC,32,78,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,SOC,31,76,99,10,20,Severe Difficulties
Toddler,Home,10-20 months,SOC,30,71,98,10,20,Severe Difficulties
Toddler,Home,10-20 months,SOC,29,71,98,10,20,Severe Difficulties
Toddler,Home,10-20 months,SOC,28,71,98,10,20,Severe Difficulties
Toddler,Home,10-20 months,SOC,27,70,98,10,20,Severe Difficulties
Toddler,Home,10-20 months,SOC,26,68,96,10,20,Moderate Difficulties
Toddler,Home,10-20 months,SOC,25,66,95,10,20,Moderate Difficulties
Toddler,Home,10-20 months,SOC,24,64,92,10,20,Moderate Difficulties
Toddler,Home,10-20 months,SOC,23,63,90,10,20,Moderate Difficulties
Toddler,Home,10-20 months,SOC,22,61,86,10,20,Moderate Difficulties
Toddler,Home,10-20 months,SOC,21,59,82,10,20,Typical
Toddler,Home,10-20 months,SOC,20,57,76,10,20,Typical
Toddler,Home,10-20 months,SOC,19,55,69,10,20,Typical
Toddler,Home,10-20 months,SOC,18,53,62,10,20,Typical
Toddler,Home,10-20 months,SOC,17,50,50,10,20,Typical
Toddler,Home,10-20 months,SOC,16,48,42,10,20,Typical
Toddler,Home,10-20 months,SOC,15,46,34,10,20,Typical
Toddler,Home,10-20 months,SOC,14,44,27,10,20,Typical
Toddler,Home,10-20 months,SOC,13,41,18,10,20,Typical
Toddler,Home,10-20 months,SOC,12,40,16,10,20,Typical
Toddler,Home,10-20 months,SOC,11,40,16,10,20,Typical
Toddler,Home,10-20 months,SOC,10,40,16,10,20,Typical
Toddler,Home,21-30 months,VIS,40,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,VIS,39,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,VIS,38,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,VIS,37,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,VIS,36,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,VIS,35,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,VIS,34,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,VIS,33,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,VIS,32,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,VIS,31,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,VIS,30,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,VIS,29,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,VIS,28,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,VIS,27,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,VIS,26,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,VIS,25,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,VIS,24,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,VIS,23,70,98,21,30,Severe Difficulties
Toddler,Home,21-30 months,VIS,22,68,96,21,30,Moderate Difficulties
Toddler,Home,21-30 months,VIS,21,66,95,21,30,Moderate Difficulties
Toddler,Home,21-30 months,VIS,20,64,92,21,30,Moderate Difficulties
Toddler,Home,21-30 months,VIS,19,62,88,21,30,Moderate Difficulties
Toddler,Home,21-30 months,VIS,18,59,82,21,30,Typical
Toddler,Home,21-30 months,VIS,17,57,76,21,30,Typical
Toddler,Home,21-30 months,VIS,16,54,66,21,30,Typical
Toddler,Home,21-30 months,VIS,15,51,54,21,30,Typical
Toddler,Home,21-30 months,VIS,14,48,42,21,30,Typical
Toddler,Home,21-30 months,VIS,13,44,27,21,30,Typical
Toddler,Home,21-30 months,VIS,12,41,18,21,30,Typical
Toddler,Home,21-30 months,VIS,11,40,16,21,30,Typical
Toddler,Home,21-30 months,VIS,10,40,16,21,30,Typical
Toddler,Home,21-30 months,HEA,40,76,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,HEA,39,76,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,HEA,38,76,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,HEA,37,76,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,HEA,36,76,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,HEA,35,76,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,HEA,34,76,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,HEA,33,76,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,HEA,32,76,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,HEA,31,76,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,HEA,30,76,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,HEA,29,76,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,HEA,28,76,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,HEA,27,76,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,HEA,26,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,HEA,25,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,HEA,24,69,97,21,30,Moderate Difficulties
Toddler,Home,21-30 months,HEA,23,69,97,21,30,Moderate Difficulties
Toddler,Home,21-30 months,HEA,22,67,96,21,30,Moderate Difficulties
Toddler,Home,21-30 months,HEA,21,65,93,21,30,Moderate Difficulties
Toddler,Home,21-30 months,HEA,20,63,90,21,30,Moderate Difficulties
Toddler,Home,21-30 months,HEA,19,61,86,21,30,Moderate Difficulties
Toddler,Home,21-30 months,HEA,18,58,79,21,30,Typical
Toddler,Home,21-30 months,HEA,17,56,73,21,30,Typical
Toddler,Home,21-30 months,HEA,16,53,62,21,30,Typical
Toddler,Home,21-30 months,HEA,15,51,54,21,30,Typical
Toddler,Home,21-30 months,HEA,14,48,42,21,30,Typical
Toddler,Home,21-30 months,HEA,13,45,31,21,30,Typical
Toddler,Home,21-30 months,HEA,12,41,18,21,30,Typical
Toddler,Home,21-30 months,HEA,11,40,16,21,30,Typical
Toddler,Home,21-30 months,HEA,10,40,16,21,30,Typical
Toddler,Home,21-30 months,TOU,40,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,TOU,39,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,TOU,38,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,TOU,37,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,TOU,36,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,TOU,35,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,TOU,34,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,TOU,33,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,TOU,32,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,TOU,31,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,TOU,30,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,TOU,29,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,TOU,28,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,TOU,27,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,TOU,26,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,TOU,25,77,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,TOU,24,77,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,TOU,23,75,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,TOU,22,68,96,21,30,Moderate Difficulties
Toddler,Home,21-30 months,TOU,21,68,96,21,30,Moderate Difficulties
Toddler,Home,21-30 months,TOU,20,68,96,21,30,Moderate Difficulties
Toddler,Home,21-30 months,TOU,19,65,93,21,30,Moderate Difficulties
Toddler,Home,21-30 months,TOU,18,63,90,21,30,Moderate Difficulties
Toddler,Home,21-30 months,TOU,17,60,84,21,30,Moderate Difficulties
Toddler,Home,21-30 months,TOU,16,57,76,21,30,Typical
Toddler,Home,21-30 months,TOU,15,54,66,21,30,Typical
Toddler,Home,21-30 months,TOU,14,51,54,21,30,Typical
Toddler,Home,21-30 months,TOU,13,47,38,21,30,Typical
Toddler,Home,21-30 months,TOU,12,44,27,21,30,Typical
Toddler,Home,21-30 months,TOU,11,40,16,21,30,Typical
Toddler,Home,21-30 months,TOU,10,40,16,21,30,Typical
Toddler,Home,21-30 months,T&S,40,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,T&S,39,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,T&S,38,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,T&S,37,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,T&S,36,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,T&S,35,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,T&S,34,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,T&S,33,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,T&S,32,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,T&S,31,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,T&S,30,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,T&S,29,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,T&S,28,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,T&S,27,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,T&S,26,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,T&S,25,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,T&S,24,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,T&S,23,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,T&S,22,75,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,T&S,21,75,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,T&S,20,73,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,T&S,19,70,98,21,30,Severe Difficulties
Toddler,Home,21-30 months,T&S,18,67,96,21,30,Moderate Difficulties
Toddler,Home,21-30 months,T&S,17,65,93,21,30,Moderate Difficulties
Toddler,Home,21-30 months,T&S,16,61,86,21,30,Moderate Difficulties
Toddler,Home,21-30 months,T&S,15,58,79,21,30,Typical
Toddler,Home,21-30 months,T&S,14,55,69,21,30,Typical
Toddler,Home,21-30 months,T&S,13,51,54,21,30,Typical
Toddler,Home,21-30 months,T&S,12,47,38,21,30,Typical
Toddler,Home,21-30 months,T&S,11,42,21,21,30,Typical
Toddler,Home,21-30 months,T&S,10,40,16,21,30,Typical
Toddler,Home,21-30 months,BOD,40,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BOD,39,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BOD,38,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BOD,37,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BOD,36,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BOD,35,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BOD,34,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BOD,33,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BOD,32,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BOD,31,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BOD,30,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BOD,29,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BOD,28,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BOD,27,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BOD,26,76,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BOD,25,76,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BOD,24,76,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BOD,23,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BOD,22,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BOD,21,70,98,21,30,Severe Difficulties
Toddler,Home,21-30 months,BOD,20,67,96,21,30,Moderate Difficulties
Toddler,Home,21-30 months,BOD,19,65,93,21,30,Moderate Difficulties
Toddler,Home,21-30 months,BOD,18,62,88,21,30,Moderate Difficulties
Toddler,Home,21-30 months,BOD,17,60,84,21,30,Moderate Difficulties
Toddler,Home,21-30 months,BOD,16,57,76,21,30,Typical
Toddler,Home,21-30 months,BOD,15,54,66,21,30,Typical
Toddler,Home,21-30 months,BOD,14,50,50,21,30,Typical
Toddler,Home,21-30 months,BOD,13,47,38,21,30,Typical
Toddler,Home,21-30 months,BOD,12,43,24,21,30,Typical
Toddler,Home,21-30 months,BOD,11,40,16,21,30,Typical
Toddler,Home,21-30 months,BOD,10,40,16,21,30,Typical
Toddler,Home,21-30 months,BAL,40,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BAL,39,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BAL,38,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BAL,37,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BAL,36,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BAL,35,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BAL,34,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BAL,33,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BAL,32,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BAL,31,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BAL,30,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BAL,29,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BAL,28,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BAL,27,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BAL,26,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BAL,25,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BAL,24,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BAL,23,80,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BAL,22,78,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BAL,21,78,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BAL,20,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BAL,19,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,BAL,18,69,97,21,30,Moderate Difficulties
Toddler,Home,21-30 months,BAL,17,66,95,21,30,Moderate Difficulties
Toddler,Home,21-30 months,BAL,16,63,90,21,30,Moderate Difficulties
Toddler,Home,21-30 months,BAL,15,60,84,21,30,Moderate Difficulties
Toddler,Home,21-30 months,BAL,14,56,73,21,30,Typical
Toddler,Home,21-30 months,BAL,13,52,58,21,30,Typical
Toddler,Home,21-30 months,BAL,12,48,42,21,30,Typical
Toddler,Home,21-30 months,BAL,11,43,24,21,30,Typical
Toddler,Home,21-30 months,BAL,10,40,16,21,30,Typical
Toddler,Home,21-30 months,ST,240,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,239,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,238,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,237,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,236,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,235,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,234,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,233,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,232,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,231,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,230,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,229,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,228,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,227,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,226,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,225,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,224,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,223,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,222,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,221,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,220,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,219,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,218,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,217,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,216,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,215,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,214,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,213,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,212,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,211,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,210,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,209,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,208,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,207,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,206,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,205,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,204,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,203,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,202,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,201,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,200,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,199,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,198,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,197,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,196,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,195,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,194,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,193,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,192,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,191,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,190,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,189,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,188,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,187,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,186,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,185,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,184,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,183,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,182,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,181,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,180,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,179,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,178,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,177,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,176,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,175,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,174,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,173,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,172,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,171,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,170,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,169,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,168,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,167,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,166,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,165,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,164,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,163,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,162,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,161,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,160,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,159,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,158,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,157,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,156,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,155,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,154,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,153,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,152,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,151,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,150,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,149,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,148,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,147,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,146,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,145,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,144,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,143,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,142,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,141,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,140,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,139,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,138,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,137,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,136,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,135,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,134,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,133,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,132,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,131,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,130,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,129,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,128,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,127,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,126,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,125,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,124,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,123,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,122,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,121,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,120,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,119,72,99,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,118,71,98,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,117,70,98,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,116,70,98,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,115,70,98,21,30,Severe Difficulties
Toddler,Home,21-30 months,ST,114,69,97,21,30,Moderate Difficulties
Toddler,Home,21-30 months,ST,113,69,97,21,30,Moderate Difficulties
Toddler,Home,21-30 months,ST,112,67,96,21,30,Moderate Difficulties
Toddler,Home,21-30 months,ST,111,67,96,21,30,Moderate Difficulties
Toddler,Home,21-30 months,ST,110,67,96,21,30,Moderate Difficulties
Toddler,Home,21-30 months,ST,109,66,95,21,30,Moderate Difficulties
Toddler,Home,21-30 months,ST,108,66,95,21,30,Moderate Difficulties
Toddler,Home,21-30 months,ST,107,65,93,21,30,Moderate Difficulties
Toddler,Home,21-30 months,ST,106,65,93,21,30,Moderate Difficulties
Toddler,Home,21-30 months,ST,105,64,92,21,30,Moderate Difficulties
Toddler,Home,21-30 months,ST,104,64,92,21,30,Moderate Difficulties
Toddler,Home,21-30 months,ST,103,63,90,21,30,Moderate Difficulties
