IDNumber,data,AgeInMonths,Gender,ParentHighestEducation,Ethnicity,Region,QT1,QT2,QT4,QT5,QT6,QT7,QT10,QT11,QT12,QT13,QT14,QT15,QT17,QT18,QT19,QT20,QT21,QT23,QT25,QT26,QT27,QT28,QT30,QT31,QT32,QT33,QT34,QT35,QT37,QT39,QT41,QT43,QT45,QT46,QT47,QT48,QT49,QT50,QT51,QT54,QT55,QT56,QT57,QT60,QT62,QT65,QT66,QT67,QT68,QT69,QT71,QT72,QT73,QT74,QT75,QT76,QT77,QT78,QT79,QT81,QT83,QT85,QT86,QT87,QT89,QT91,QT92,QT93,QT94,QT95,QT96,QT97,QT98,QT100,QT101,QT103,QT105,QT106,QT107,QT108,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
700713,Qual,17,Female,Some college or associate degree,White,midwest,2,1,2,2,2,2,1,3,2,3,3,1,1,3,1,2,1,1,2,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,1,1,1,1,2,11 to 31.5 mo,79,20,17,16,15,11,10,10,18
700714,Qual,10,Male,Some college or associate degree,MultiRacial,south,1,2,2,2,3,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,1,2,1,3,3,1,1,1,3,3,2,1,1,4,2,1,1,2,2,1,1,3,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,03.5 to 10 mo,87,19,14,19,17,14,11,12,12
700715,Qual,19,Male,Some college or associate degree,MultiRacial,midwest,3,3,3,2,2,2,2,3,3,2,3,2,3,2,2,2,3,2,2,2,3,3,1,3,2,2,2,2,3,2,2,3,2,2,3,2,3,3,3,2,2,2,3,2,3,3,2,2,3,2,2,2,3,3,3,3,2,2,3,3,3,2,2,2,3,2,2,2,2,3,2,3,3,2,2,2,3,2,2,3,11 to 31.5 mo,144,25,23,23,25,24,26,23,24
700716,Qual,19,Female,Some college or associate degree,White,northeast,2,2,2,2,2,1,1,1,3,3,3,2,1,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,2,4,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,11 to 31.5 mo,87,19,17,13,14,17,12,14,11
700717,Qual,22,Male,High school graduate (including GED),White,south,3,3,2,3,3,3,2,1,2,1,1,1,1,4,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,74,23,14,13,12,13,10,12,10
700718,Qual,13,Female,Some college or associate degree,Black,south,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,1,3,1,2,1,1,2,1,2,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,76,14,13,16,14,12,11,10,10
700719,Qual,10,Male,Some college or associate degree,White,south,3,3,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,3,2,1,1,1,3,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,3,2,2,2,2,2,2,03.5 to 10 mo,106,19,18,19,17,19,18,15,21
700720,Qual,24,Female,Some college or associate degree,MultiRacial,south,1,2,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,2,1,4,4,1,1,4,1,4,1,1,1,4,1,1,4,4,4,1,1,1,1,1,1,1,1,4,4,1,1,3,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,4,1,1,3,1,1,1,1,2,11 to 31.5 mo,103,11,14,23,22,16,12,16,16
700721,Qual,19,Male,Some college or associate degree,Hispanic,south,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,2,1,3,2,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,11 to 31.5 mo,83,11,13,18,12,18,10,12,14
700722,Qual,16,Male,Some college or associate degree,White,west,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,11 to 31.5 mo,66,13,12,12,10,10,10,12,11
700723,Qual,22,Male,High school graduate (including GED),White,south,3,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,1,1,1,2,2,2,4,4,2,2,2,1,2,2,3,1,2,3,1,1,1,2,1,1,2,2,2,1,2,2,3,1,4,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,3,1,2,1,3,2,3,2,2,1,1,2,2,2,11 to 31.5 mo,102,18,14,23,16,20,13,16,20
700724,Qual,11,Female,High school graduate (including GED),MultiRacial,west,2,3,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,67,16,12,11,13,11,10,10,10
700725,Qual,13,Male,Some college or associate degree,White,south,1,3,1,1,2,1,1,1,2,4,1,2,1,1,1,2,1,1,1,4,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,3,1,1,2,1,1,2,1,1,1,1,3,1,1,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,2,11 to 31.5 mo,81,17,15,11,14,14,14,13,13
700726,Qual,27,Male,High school graduate (including GED),White,south,1,3,1,1,1,1,1,1,2,2,1,1,1,4,1,2,2,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,4,3,2,2,4,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,2,1,3,2,4,2,1,2,4,4,3,1,1,3,2,4,11 to 31.5 mo,103,14,16,14,25,12,12,24,25
700727,Qual,20,Female,Some college or associate degree,Black,south,1,2,1,1,2,1,1,2,2,2,1,1,2,3,1,2,3,1,2,2,1,2,1,1,2,2,1,2,1,3,1,1,1,3,1,1,1,2,1,1,2,2,1,1,1,3,3,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,3,1,1,1,1,1,2,1,1,2,1,1,11 to 31.5 mo,92,15,18,16,13,18,12,15,12
700728,Qual,19,Female,Some college or associate degree,Black,south,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,11 to 31.5 mo,70,14,11,13,13,11,10,12,12
700729,Qual,10,Male,High school graduate (including GED),Hispanic,northeast,1,1,1,1,2,1,2,2,4,4,4,4,2,4,1,1,1,1,1,1,1,2,1,2,2,4,1,2,1,1,2,1,1,4,1,1,3,1,3,1,1,1,1,2,4,2,2,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,2,2,3,1,2,1,1,1,4,1,1,03.5 to 10 mo,102,19,20,17,18,22,10,15,17
700730,Qual,14,Female,High school graduate (including GED),White,south,1,1,1,1,3,1,2,1,3,3,2,2,2,3,1,2,1,1,1,3,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,3,1,1,2,1,1,4,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,2,1,1,1,1,2,11 to 31.5 mo,94,17,18,15,16,18,13,14,13
700731,Qual,22,Female,Some college or associate degree,MultiRacial,south,2,1,1,1,2,1,2,1,4,4,1,1,2,4,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,3,2,4,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,90,19,16,15,12,21,11,15,10
700732,Qual,23,Female,High school graduate (including GED),White,northeast,3,3,3,2,3,3,2,3,3,3,2,2,2,3,2,2,3,2,3,3,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,118,28,24,22,22,22,18,10,10
700733,Qual,10,Female,High school graduate (including GED),White,south,1,2,1,1,1,1,1,2,4,2,2,1,4,2,1,2,3,1,1,1,1,1,1,2,2,3,1,1,1,4,4,1,1,3,1,3,1,4,1,1,1,4,1,1,2,3,1,2,2,1,1,2,2,3,1,2,2,3,1,1,2,2,3,3,2,3,4,1,3,1,1,1,1,1,1,1,1,2,2,3,03.5 to 10 mo,115,16,18,17,20,18,18,24,14
700734,Qual,21,Male,Some college or associate degree,White,south,3,2,2,2,1,1,3,2,3,3,1,1,1,3,1,1,1,1,1,3,1,1,1,2,2,2,3,1,2,2,3,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,82,22,14,17,15,11,11,14,10
700735,Qual,16,Female,Some college or associate degree,Hispanic,south,3,3,2,2,3,3,2,2,2,2,2,1,1,2,1,2,1,1,1,2,1,2,3,4,2,2,2,2,1,3,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,3,3,2,2,1,2,2,11 to 31.5 mo,98,24,14,22,12,18,16,16,21
700736,Qual,25,Female,Some college or associate degree,MultiRacial,northeast,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,1,1,2,2,1,1,1,2,1,11 to 31.5 mo,88,18,14,15,14,16,12,17,14
131025,SM,4,Male,Bachelor's degree or higher,White,west,1,2,1,1,1,1,1,3,3,3,1,1,1,4,1,2,1,2,1,3,2,3,2,2,2,2,2,1,3,3,1,2,2,2,2,1,4,3,4,1,1,2,1,1,2,3,1,2,2,2,2,2,1,2,2,2,1,1,2,3,1,3,1,2,1,2,2,1,3,2,2,2,1,3,3,1,2,1,2,2,03.5 to 10 mo,114,17,17,22,22,17,18,18,19
360010,SM,27,Male,High school graduate (including GED),Hispanic,west,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,3,2,1,1,2,2,1,1,2,2,2,1,1,1,1,1,11 to 31.5 mo,83,10,13,15,13,14,11,17,13
105001,SM,26,Female,Bachelor's degree or higher,White,midwest,2,2,1,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,3,1,1,1,2,1,3,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,2,3,1,1,1,1,1,2,1,1,2,1,3,11 to 31.5 mo,87,17,16,12,14,15,14,16,14
105002,SM,16,Female,Bachelor's degree or higher,White,midwest,3,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,3,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,11 to 31.5 mo,81,18,12,16,12,17,12,12,19
105003,SM,30,Male,Bachelor's degree or higher,White,midwest,2,2,1,2,3,2,1,1,1,1,1,1,2,3,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,11 to 31.5 mo,76,16,15,13,12,13,12,11,15
105004,SM,25,Female,Bachelor's degree or higher,White,south,2,2,2,2,2,1,1,1,3,2,1,2,2,4,2,2,2,1,1,3,2,2,2,2,2,2,1,1,2,2,2,1,2,3,1,1,1,2,1,1,2,3,1,2,2,2,4,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,1,1,1,1,2,11 to 31.5 mo,100,18,20,18,15,19,14,14,14
105005,SM,15,Female,Bachelor's degree or higher,MultiRacial,midwest,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,2,1,1,2,4,2,2,1,1,2,4,3,2,1,2,1,1,2,3,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,2,11 to 31.5 mo,89,12,14,20,17,16,10,12,16
105007,SM,5,Female,Bachelor's degree or higher,White,midwest,2,1,1,2,2,1,2,2,2,2,1,1,2,3,1,2,1,1,1,1,1,2,1,4,2,2,2,1,2,2,1,1,2,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,4,3,2,1,1,1,1,2,2,1,1,1,1,1,03.5 to 10 mo,89,17,14,19,13,13,12,18,12
105009,SM,30,Male,Bachelor's degree or higher,White,midwest,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,2,3,2,3,1,2,2,2,3,2,2,3,2,1,1,1,2,11 to 31.5 mo,99,17,15,17,15,19,14,19,19
105010,SM,21,Female,Bachelor's degree or higher,White,midwest,1,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,3,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,11 to 31.5 mo,87,13,15,15,12,18,12,15,12
105013,SM,4,Male,Bachelor's degree or higher,White,midwest,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,03.5 to 10 mo,72,15,11,11,12,15,11,12,13
105014,SM,23,Male,Bachelor's degree or higher,White,south,2,3,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,11 to 31.5 mo,74,17,14,13,10,14,10,13,12
105015,SM,24,Female,Some college or associate degree,Black,midwest,2,1,1,2,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,3,1,2,3,1,1,1,3,1,1,3,1,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,2,11 to 31.5 mo,85,15,13,15,17,16,10,14,12
105017,SM,30,Female,Some college or associate degree,White,midwest,1,3,1,1,2,1,2,2,1,1,1,2,2,4,3,4,1,1,2,4,1,3,1,4,1,1,2,1,2,2,4,1,2,1,1,1,2,2,1,2,3,3,3,1,2,3,3,3,2,1,1,3,1,3,1,3,2,2,1,1,1,2,1,2,2,1,1,4,3,1,3,1,3,2,3,2,1,2,1,2,11 to 31.5 mo,119,15,24,18,17,24,18,18,20
105018,SM,27,Female,Bachelor's degree or higher,White,midwest,1,2,1,1,2,1,1,1,1,1,1,2,1,3,4,2,1,1,1,3,1,3,2,1,2,2,1,1,3,4,2,1,1,3,1,1,2,1,1,1,3,2,2,1,1,2,1,2,1,1,1,3,1,2,1,1,2,1,1,1,1,4,2,2,4,1,4,2,1,3,1,3,2,2,3,1,1,1,1,1,11 to 31.5 mo,107,12,19,20,14,16,14,24,16
105019,SM,5,Female,Some college or associate degree,Hispanic,northeast,2,2,2,1,1,1,2,2,3,2,2,2,2,2,1,2,1,1,1,3,3,1,2,3,2,2,1,1,3,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,3,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,2,1,1,2,3,1,1,1,2,3,03.5 to 10 mo,98,18,17,20,17,21,10,13,17
105024,SM,21,Female,Bachelor's degree or higher,White,west,2,2,1,2,1,2,1,1,2,2,3,2,2,2,2,2,1,2,2,3,2,2,1,1,2,1,3,1,2,3,2,1,2,4,2,1,1,2,3,2,2,3,1,1,1,1,2,1,3,1,2,1,2,1,1,2,1,2,2,1,1,1,2,2,3,2,1,1,2,1,2,1,2,2,2,1,2,1,1,2,11 to 31.5 mo,106,16,21,18,20,16,15,16,16
105025,SM,21,Female,Bachelor's degree or higher,White,west,2,2,1,2,2,1,2,1,2,3,3,2,2,2,3,2,1,2,1,4,2,2,1,2,2,1,2,1,2,3,2,1,2,4,2,1,1,1,3,2,2,4,1,1,1,1,1,2,3,1,2,2,2,1,1,2,1,2,2,1,1,1,2,2,4,2,1,2,2,2,2,1,2,1,3,2,2,1,1,2,11 to 31.5 mo,111,18,22,18,19,17,16,19,17
105029,SM,7,Male,Bachelor's degree or higher,White,midwest,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 10 mo,66,12,10,10,10,14,10,12,10
105033,SM,15,Male,Bachelor's degree or higher,White,midwest,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,11 to 31.5 mo,68,15,12,13,11,10,10,12,11
105036,SM,4,Male,Bachelor's degree or higher,White,midwest,1,2,2,2,2,2,2,2,2,2,1,1,1,4,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,3,1,1,1,1,1,1,2,1,1,1,3,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,2,1,2,2,1,1,2,2,03.5 to 10 mo,83,19,16,14,13,18,10,12,18
105037,SM,21,Male,Bachelor's degree or higher,White,midwest,2,2,2,2,1,1,2,2,2,2,1,1,1,4,1,2,1,1,2,2,1,2,1,1,2,1,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,1,2,11 to 31.5 mo,81,18,16,14,12,17,10,12,15
105039,SM,20,Female,Bachelor's degree or higher,White,west,2,2,1,2,1,2,1,1,1,1,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,3,1,2,1,2,2,1,1,1,1,1,1,1,4,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,1,2,1,2,11 to 31.5 mo,79,14,15,13,13,16,10,12,15
105045,SM,13,Female,Bachelor's degree or higher,Hispanic,south,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,3,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,2,11 to 31.5 mo,79,13,14,13,11,13,13,15,13
105046,SM,24,Female,Bachelor's degree or higher,MultiRacial,midwest,1,1,1,2,2,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,4,2,1,1,3,1,1,2,1,1,2,2,2,1,1,1,4,1,2,1,1,2,2,1,2,1,4,2,2,1,2,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,2,11 to 31.5 mo,90,15,11,16,15,16,19,13,14
105047,SM,24,Male,Bachelor's degree or higher,MultiRacial,midwest,2,1,1,1,2,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,3,2,1,1,3,1,1,2,1,1,2,2,2,1,1,1,3,1,2,1,1,2,2,1,2,1,4,2,2,1,2,2,1,1,2,1,1,1,2,2,1,3,1,2,2,2,1,1,1,1,2,11 to 31.5 mo,89,15,11,15,15,15,19,14,16
105048,SM,24,Male,Bachelor's degree or higher,MultiRacial,midwest,2,2,1,1,2,3,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,3,1,1,1,3,1,1,2,1,1,2,2,1,1,1,1,3,1,2,1,1,2,2,1,3,1,4,2,2,1,2,2,1,1,2,1,1,1,2,2,1,3,1,2,2,2,1,1,1,1,2,11 to 31.5 mo,89,17,12,15,14,14,20,14,16
105052,SM,29,Male,Some college or associate degree,White,midwest,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3,1,2,3,2,1,2,3,1,1,3,2,1,2,3,2,1,2,2,2,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,1,3,2,3,1,1,2,2,2,2,1,2,1,2,2,11 to 31.5 mo,96,16,11,14,19,20,13,19,17
105053,SM,23,Female,Bachelor's degree or higher,White,midwest,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,4,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,11 to 31.5 mo,71,15,10,12,12,16,11,10,14
105059,SM,19,Male,Bachelor's degree or higher,White,midwest,2,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,72,14,11,13,11,12,12,13,10
105062,SM,8,Male,Bachelor's degree or higher,White,south,3,3,1,2,1,1,2,1,1,1,1,1,2,4,4,2,2,1,1,2,1,2,2,1,1,2,1,1,2,2,3,1,1,2,1,3,1,1,1,2,2,4,2,1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,2,1,3,1,1,2,1,2,1,1,1,2,3,2,1,1,2,1,2,03.5 to 10 mo,97,16,20,15,16,18,13,15,16
105071,SM,23,Female,Bachelor's degree or higher,White,midwest,1,2,1,1,1,1,2,1,1,1,1,1,1,3,1,2,1,1,1,2,2,2,1,1,1,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,1,1,2,11 to 31.5 mo,80,12,14,17,10,16,11,12,14
105072,SM,21,Female,Bachelor's degree or higher,White,midwest,1,1,1,2,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,2,2,2,3,4,1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,1,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,11 to 31.5 mo,90,11,14,20,13,16,10,17,12
105074,SM,16,Male,Bachelor's degree or higher,White,northeast,2,2,1,1,2,2,1,2,2,2,1,1,2,4,2,2,1,1,1,2,2,2,2,2,1,2,1,1,3,3,2,2,2,2,1,2,2,2,2,1,2,4,2,2,3,3,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,3,1,2,1,2,1,1,2,1,2,3,1,1,1,1,2,11 to 31.5 mo,104,17,17,19,18,23,12,15,15
105075,SM,24,Male,Bachelor's degree or higher,White,midwest,3,2,2,2,1,3,2,2,3,3,2,3,1,4,2,3,2,1,1,2,2,3,2,4,1,2,2,1,2,3,4,2,2,2,1,1,2,2,1,1,1,3,1,2,3,3,1,3,1,1,3,2,1,1,1,1,2,1,1,1,1,2,1,1,3,1,2,1,2,1,1,1,1,3,3,1,1,1,1,1,11 to 31.5 mo,109,23,21,22,18,19,14,15,14
105076,SM,23,Male,Bachelor's degree or higher,MultiRacial,south,1,2,1,2,1,1,2,2,2,2,1,2,1,4,1,2,1,1,2,2,1,2,1,2,1,4,2,1,1,2,2,1,1,2,2,1,2,3,2,1,4,3,1,3,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,1,1,1,1,2,3,1,1,1,1,2,11 to 31.5 mo,101,16,17,17,17,21,11,18,14
105077,SM,5,Male,Bachelor's degree or higher,White,midwest,2,1,2,3,1,2,1,1,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,3,3,1,1,2,2,2,1,2,1,2,1,2,2,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,3,3,2,2,1,1,3,03.5 to 10 mo,92,17,15,20,15,15,11,16,21
105078,SM,4,Female,High school graduate (including GED),Black,midwest,2,3,2,3,3,1,1,1,2,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,1,2,03.5 to 10 mo,70,20,14,12,12,11,10,11,15
