CollectorNm,RespondentID,CollectorID,StartDate,EndDate,IPAddress,EmailAddress,FirstName,LastName,CustomData1,IDNumber,q0002_0001_0001,q0002_0001_0002,q0002_0001_0003,q0003_0001_0001,q0003_0001_0002,q0003_0001_0003,q0004,Gender,q0006,q0007,q0008,q0009_0001,q0009_0002,q0009_0003,q0009_0004,q0009_0005,q0009_0006,q0009_other,q0010,q0010_other,q0011_0001,q0012_0001,q0013_0001,q0014_0001,q0015_0001,q0016_0001,q0017_0001,q0018_0001,q0019_0001,q0020_0001,q0021_0001,q0022_0001,q0023_0001,q0024_0001,q0025_0001,q0026_0001,q0027_0001,q0028_0001,q0029_0001,q0030_0001,q0031_0001,count_total
Web Link 1,5376017805,94897316,06/06/2017 01:28:04,06/06/2017 01:32:02,107.77.211.81, , , , ,134031,06,06,2017,05,05,2011,6,Male,K,94901,No, , , , ,White, , ,No, ,Always,Always,Always,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Always,Never,Never,Never,1
Web Link 1,5380163505,94897316,06/13/2017 06:10:09,06/13/2017 06:15:46,107.77.197.25, , , , , 141148,06,13,2017,05,27,2009,8,Female,3,76708,No, , , , ,White, , ,No, ,Always,Frequently,Always,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,1
Web Link 1,5385351813,94897316,06/21/2017 07:26:37,06/21/2017 07:28:16,198.109.240.44, , , , ,132035,06,21,2017,10,17,2011,5,Male,K,49120,No, , , , ,White, , ,No, ,Occasionally,Frequently,Always,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,1
Web Link 1,5387993937,94897316,06/26/2017 07:53:09,06/26/2017 07:57:05,66.87.129.27, , , , ,119008,06,26,2017,11,28,2004,12,Female,8,23430,No, , ,Black/African American, , , , ,No, ,Always,Frequently,Frequently,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Always,Never,1
Web Link 1,5388007004,94897316,06/26/2017 08:10:16,06/26/2017 08:13:13,216.54.120.67, , , , ,119015,06,26,2017,05,14,2005,12,Female,6,23707,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5390260405,94897316,06/29/2017 11:40:55,06/29/2017 11:43:36,216.54.120.67, , , , ,119031,06,29,2017,03,16,2011,6,Female,K,23707,No, , , , ,White, , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5390323534,94897316,06/29/2017 01:09:00,06/29/2017 01:11:18,216.54.120.67, , , , ,119032,06,28,2017,09,09,2011,5,Female,K,23707,No, , , , ,White, , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5427760554,94897316,09/14/2017 04:28:45,09/14/2017 04:32:12,70.174.114.209, , , , ,119027,09,14,2017,05,14,2008,9,Female,3,23664,No, , , , ,White, , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Always,Occasionally,Never,Never,Never,1
Web Link 1,5430898069,94897316,09/21/2017 01:51:37,09/21/2017 01:54:47,70.174.114.209, , , , ,119040,09,21,2017,03,19,2011,6,Male,K,23701,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,1
Web Link 1,5432391639,94897316,09/25/2017 11:37:04,09/25/2017 11:39:19,216.54.120.89, , , , ,119036,09,25,2017,07,08,2009,8,Female,2,23320,No, , , , ,White, , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5433552930,94897316,09/27/2017 12:17:37,09/27/2017 12:19:58,216.54.120.89, , , , ,119038,09,27,2017,07,19,2009,8,Female,2,23701,No, , , , ,White, , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5439983060,94897316,10/11/2017 12:51:18,10/11/2017 12:58:14,74.78.27.164, , , , ,193024,10,11,2017,09,02,2005,12,Male,6,04740,No, , , , ,White, , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Occasionally,Never,Never,1
Web Link 1,5439986697,94897316,10/11/2017 12:59:14,10/11/2017 01:04:29,74.78.27.164, , , , ,193024,10,11,2017,03,16,2006,11,Male,6,04740,No, , , , ,White, , ,No, ,Frequently,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Frequently,Frequently,Never,Never,1
Web Link 1,5439990119,94897316,10/11/2017 01:06:02,10/11/2017 01:10:34,74.78.27.164, , , , ,193023,10,11,2017,02,25,2012,5,Male,K,04740,No, , , , ,White, , ,No, ,Always,Always,Always,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Frequently,Never,Never,Never,1
Web Link 1,5439993277,94897316,10/11/2017 01:11:44,10/11/2017 01:16:55,74.78.27.164, , , , ,193022,10,11,2017,05,07,2011,6,Male,1,04740,No, , , , ,White, , ,No, ,Frequently,Frequently,Always,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Frequently,Occasionally,Never,Never,1
Web Link 1,5439995874,94897316,10/11/2017 01:17:43,10/11/2017 01:22:37,74.78.27.164, , , , ,193021,10,11,2017,06,29,2009,8,Male,3,04740,No, , , , ,White, , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Frequently,Never,Occasionally,Never,1
Web Link 1,5439998761,94897316,10/11/2017 01:23:28,10/18/2017 11:14:08,74.78.27.164, , , , ,193020,10,11,2017,05,31,2006,11,Female,6,04740,No, , , , ,White, , ,No, ,Always,Always,Always,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Occasionally,Never,Never,Occasionally,1
Web Link 1,5440004058,94897316,10/11/2017 01:29:43,10/11/2017 01:41:42,74.78.27.164, , , , ,193017,10,11,2017,04,08,2008,9,Male,4,04758,No, , , , ,White, , ,No, ,Occasionally,Frequently,Frequently,Occasionally,Frequently,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Frequently,Never,Never,Never,1
Web Link 1,5440007452,94897316,10/11/2017 01:42:08,10/11/2017 01:48:39,74.78.27.164, , , , ,193015,10,11,2017,11,30,2010,7,Male,1,04758,No, , , , ,White, , ,No, ,Frequently,Always,Always,Occasionally,Frequently,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Never,Never,1
Web Link 1,5440010548,94897316,10/11/2017 01:49:08,10/11/2017 01:53:43,74.78.27.164, , , , ,193016,10,11,2017,10,20,2005,12,Female,6,04758,No, , , , ,White, , ,No, ,Always,Always,Always,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,1
Web Link 1,5440215298,94897316,10/12/2017 03:06:17,10/13/2017 12:18:04,74.78.27.164, , , , ,193019,10,12,2017,06,08,2009,8,Male,3,04740,No, , , , ,White, , ,Yes,allergic to gluten,Frequently,Always,Always,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Frequently,Never,Never,1
Web Link 1,5445681678,94897316,10/24/2017 04:50:24,10/24/2017 04:55:36,74.78.27.164, , , , ,193025,10,24,2017,04,15,2009,8,Male,3,04740,No, , , , ,White, , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,1
Web Link 1,5445683293,94897316,10/24/2017 04:56:44,10/24/2017 05:00:49,74.78.27.164, , , , ,193026,10,24,2017,10,11,2006,11,Male,5,04740,No, , , , ,White, , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Frequently,Never,Never,Never,1
Web Link 1,5445685087,94897316,10/24/2017 05:02:11,11/02/2017 07:35:35,74.78.27.164, , , , ,193018,10,24,2017,03,16,2006,11,Male,3,04740,No, , , , ,White, , ,Yes,Has to eat gluten free...,Frequently,Frequently,Frequently,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,1
Web Link 1,5448842842,94897316,11/01/2017 01:56:32,11/02/2017 07:32:30,74.78.27.164, , , , ,193018,11,01,2017,03,16,2006,11,Male,3,04740,No, , , , ,White, , ,Yes,Student is allergic to gluten,Frequently,Frequently,Always,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,1
Web Link 1,5453374042,94897316,11/11/2017 01:47:52,11/11/2017 01:55:02,74.78.27.164, , , , ,193070,11,11,2017,05,18,2006,11,Female,6,04786,No, , , , ,White, , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Frequently,Never,Occasionally,1
Web Link 1,5453375264,94897316,11/11/2017 01:55:29,11/11/2017 01:59:25,74.78.27.164, , , , ,193069,11,11,2017,06,26,2006,11,Female,6,04740,No, , , , ,White, , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Frequently,Never,Occasionally,1
Web Link 1,5453375963,94897316,11/11/2017 01:59:56,11/11/2017 02:03:35,74.78.27.164, , , , ,193068,11,11,2017,07,10,2008,9,Female,3,04740,No, , , , ,White, , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,1
Web Link 1,5488606462,94897316,02/11/2018 01:52:03,02/11/2018 01:55:02,70.174.114.209, , , , ,119122,02,11,2018,09,11,2012,5,Male,K,23701,No, , , , ,White, , ,No, ,Frequently,Always,Always,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Frequently,Never,Never,Never,1
Web Link 1,5493109068,94897316,02/24/2018 08:17:03,02/24/2018 08:23:41,107.140.53.91, , , , ,141246,02,24,2018,06,01,2012,5,Female,K,76708,No, , , , ,White, , ,No, ,Always,Frequently,Frequently,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,1
Web Link 1,5493110620,94897316,02/24/2018 08:30:09,02/24/2018 08:35:59,107.140.53.91, , , , ,141249,02,24,2018,04,13,2012,5,Male,K,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,1
Web Link 1,5493111956,94897316,02/24/2018 08:41:08,02/24/2018 08:52:02,107.140.53.91, , , , ,141248,02,24,2018,06,18,2012,5,Male,K,76708,No, , , , ,White, , ,No, ,Frequently,Frequently,Frequently,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,1
Web Link 1,5493113325,94897316,02/24/2018 08:54:21,02/24/2018 08:59:18,107.140.53.91, , , , ,141247,02,24,2018,12,28,2011,6,Male,K,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,1
Web Link 1,5493208321,94897316,02/25/2018 08:01:01,02/25/2018 08:03:46,72.48.12.110, , , , ,141291,02,25,2018,02,05,2007,11,Male,5,76708,No, , , , ,White, , ,No, ,Frequently,Frequently,Frequently,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,1
Web Link 1,5493313409,94897316,02/25/2018 05:23:04,02/25/2018 05:25:41,107.196.244.187, , , , ,141254,02,25,2018,03,04,2012,5,Male,K,76708,No, , , , ,White, , ,No, ,Frequently,Frequently,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5493315069,94897316,02/25/2018 05:32:49,02/25/2018 05:35:00,107.196.244.187, , , , ,141253,02,25,2018,05,20,2012,5,Female,K,76707,Yes, , , , ,White, , ,No, ,Frequently,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5493324261,94897316,02/25/2018 06:27:14,02/25/2018 06:35:18,173.173.39.197, , , , ,141257,02,25,2018,01,16,2012,6,Female,K,76706,No, , , , ,White, , ,No, ,Frequently,Frequently,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,1
Web Link 1,5493325817,94897316,02/25/2018 06:37:29,02/25/2018 06:41:56,173.173.39.197, , , , ,141256,02,25,2018,02,23,2012,6,Female,K,76712,Yes, , ,Black/African American, , , , ,No, ,Frequently,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,1
Web Link 1,5493474650,94897316,02/26/2018 06:23:49,02/26/2018 06:29:00,24.227.200.250, , , , ,141259,02,26,2018,04,29,2008,9,Female,4,76708,No, , , , ,White, , ,Yes,seizures,Always,Always,Always,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Never,Frequently,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,1
Web Link 1,5493491341,94897316,02/26/2018 07:04:03,02/26/2018 07:05:22,24.227.200.250, , , , ,141251,02,26,2018,04,10,2012,5,Female,K,76708,No, , , , ,White, , ,No, ,Frequently,Always,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,1
Web Link 1,5493492334,94897316,02/26/2018 07:06:06,02/26/2018 07:07:30,24.227.200.250, , , , ,141255,02,26,2018,11,13,2011,6,Female,K,76708,Yes, , , , ,White, , ,No, ,Frequently,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,1
Web Link 1,5493493109,94897316,02/26/2018 07:07:54,02/26/2018 07:46:24,24.227.200.250, , , , ,141252,02,26,2018,07,23,2012,5,Female,K,76708,No, ,Asian, , ,White, , ,No, ,Always,Always,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5493494433,94897316,02/26/2018 07:09:43,02/26/2018 07:12:59,24.227.200.250, , , , ,141250,02,26,2018,06,17,2012,5,Male,K,76708,Yes, , , , , ,Other (please specify),Hispanic,No, ,Frequently,Always,Always,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,1
Web Link 1,5494554755,94897316,02/28/2018 06:39:57,02/28/2018 06:44:22,65.111.120.194, , , , ,141360,02,28,2018,12,13,2006,11,Male,5,76705,No, , , , ,White, , ,No, ,Always,Occasionally,Occasionally,Occasionally,Never,Never,Always,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Always,Frequently,Always,Never,Occasionally,Frequently,1
Web Link 1,5494555593,94897316,02/28/2018 06:44:49,02/28/2018 06:47:04,65.111.120.194, , , , ,141261,02,28,2018,12,29,2006,11,Male,5,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,1
Web Link 1,5494556432,94897316,02/28/2018 06:49:19,02/28/2018 06:51:34,65.111.120.194, , , , ,141262,02,28,2018,01,25,2007,11,Female,5,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5494557030,94897316,02/28/2018 06:52:15,02/28/2018 06:54:55,65.111.120.194, , , , ,141263,02,28,2018,06,29,2006,11,Male,5,76689,No, , , , ,White, , ,No, ,Always,Always,Always,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Frequently,Frequently,Frequently,Never,Frequently,Frequently,1
Web Link 1,5494559980,94897316,02/28/2018 07:09:02,02/28/2018 07:11:33,65.111.120.194, , , , ,141264,02,28,2018,02,26,2007,11,Male,5,76708,No, , , , ,White, , ,No, ,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Frequently,Occasionally,Occasionally,Frequently,Never,Frequently,1
Web Link 1,5494854990,94897316,03/01/2018 12:43:27,03/02/2018 07:37:22,24.227.200.250, , , , ,141258,03,01,2018,07,23,2012,9,Male,4,76712,Yes, , ,Black/African American, , , , ,No, ,Always,Always,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5495477133,94897316,03/03/2018 06:00:22,03/03/2018 06:01:59,24.254.201.70, , , , ,119118,03,03,2018,02,24,2012,6,Female,K,23702,No, , , , ,White, , ,No, ,Always,Always,Always,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,1
Web Link 1,5507202893,94897316,04/09/2018 08:14:22,04/09/2018 08:16:41,216.54.120.89, , , , ,119125,04,09,2018,06,26,2009,8,Female,2,23704,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5508809275,94897316,04/13/2018 12:55:26,04/13/2018 12:57:49,216.54.120.67, , , , ,119119,04,13,2018,08,10,2007,10,Female,5,23703,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5513105976,94897316,04/27/2018 08:00:05,04/27/2018 08:06:01,216.54.120.67, , , , ,119126,04,27,2018,11,21,2008,9,Male,3,23701,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,1
Web Link 1,5515004727,94897316,05/03/2018 09:16:56,05/03/2018 09:19:45,216.54.120.89, , , , ,119127,05,03,2018,06,26,2006,11,Female,6,23707,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5515006101,94897316,05/03/2018 09:20:14,05/03/2018 09:23:47,216.54.120.89, , , , ,119128,05,03,2018,09,29,2009,8,Female,3,23707,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5515007560,94897316,05/03/2018 09:24:23,05/03/2018 09:27:25,216.54.120.89, , , , ,119129,05,03,2018,04,20,2011,7,Female,1,23707,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,1
Web Link 1,5515008873,94897316,05/03/2018 09:27:55,05/03/2018 09:30:46,216.54.120.89, , , , ,119130,05,03,2018,01,24,2012,6,Male,K,23707,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,1
Web Link 1,5515010084,94897316,05/03/2018 09:31:04,05/03/2018 09:33:39,216.54.120.89, , , , ,119131,05,03,2018,05,24,2009,10,Male,4,23707,No, , ,Black/African American, , , , ,No, ,Frequently,Always,Frequently,Never,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,1
Web Link 1,5515011182,94897316,05/03/2018 09:34:03,05/03/2018 09:36:22,216.54.120.89, , , , ,119132,05,03,2018,05,06,2008,9,Male,4,23707,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,1
Web Link 1,5526353775,94897316,06/10/2018 11:59:29,06/10/2018 12:03:11,70.174.114.209, , , , ,119124,06,10,2018,01,17,2012,6,Male,K,23661,No, , , , ,White, , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5551808324,94897316,09/14/2018 11:18:26,09/14/2018 11:21:43,208.54.80.246, , , , ,294014,09,14,2018,01,26,2011,7,Female,2,60637,No, , ,Black/African American, , , , ,No, ,Frequently,Frequently,Frequently,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5551810338,94897316,09/14/2018 11:25:29,09/14/2018 11:36:32,64.150.11.5, , , , ,294012,09,14,2018,03,28,2012,6,Female,1,60637,No, , ,Black/African American, , , , ,No, ,Frequently,Frequently,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,1
Web Link 1,5552659586,94897316,09/18/2018 11:05:46,09/18/2018 11:08:24,107.77.209.159, , , , ,294001,09,18,2018,07,04,2008,10,Male,5,60620,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,1
Web Link 1,5552660510,94897316,09/18/2018 11:08:46,09/18/2018 11:11:22,107.77.209.159, , , , ,294015,09,08,2018,10,10,2009,8,Female,3,60643,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,1
Web Link 1,5552661439,94897316,09/18/2018 11:11:42,09/18/2018 11:14:51,107.77.209.159, , , , ,294016,09,18,2018,08,25,2007,11,Female,6,60643,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5556286083,94897316,10/03/2018 06:19:36,10/03/2018 06:22:03,64.150.11.65, , , , ,294017,10,03,2018,08,13,2007,11,Male,6,60636,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Frequently,Never,Never,1
Web Link 1,5556286745,94897316,10/03/2018 06:22:16,10/03/2018 06:24:50,64.150.11.65, , , , ,294018,10,03,2018,11,16,2008,9,Male,4,60636,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,1
Web Link 1,5556287495,94897316,10/03/2018 06:24:59,10/03/2018 06:27:31,64.150.11.65, , , , ,294019,10,03,2018,12,22,2005,12,Female,7,60643,Yes, , , , , ,Other (please specify),Hispanic,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,1
Web Link 1,5556288268,94897316,10/03/2018 06:27:39,10/03/2018 06:32:48,64.150.11.65, , , , ,294020,10,03,2018,10,29,2008,9,Male,4,60643,Yes, , , , , ,Other (please specify),Hispanic,No, ,Always,Always,Always,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,1
Web Link 1,5558064443,94897316,10/10/2018 12:44:38,10/10/2018 12:47:49,64.150.11.64, , , , ,294013,10,10,2018,10,24,2012,5,Male,K,60637,No, , ,Black/African American, , , , ,No, ,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Frequently,1
Web Link 1,5558593764,94897316,10/12/2018 11:25:09,10/12/2018 11:29:31,168.8.249.74, , , , ,298026,10,10,2018,10,24,2008,9,Female,4,30052,No, , ,Black/African American, , , , ,Yes,ADHD,Occasionally,Frequently,Frequently,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,1
Web Link 1,5559531566,94897316,10/16/2018 07:18:44,10/16/2018 07:27:45,73.122.201.29, , , , ,298028,10,16,2018,03,24,2012,6,Male,K,30044,No, , ,Black/African American, , , , ,Yes,Significant developmental delays,Always,Always,Always,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Never,Frequently,Never,1
Web Link 1,5559913866,94897316,10/18/2018 06:49:07,10/18/2018 06:55:06,168.8.244.10, , , , ,298027,10,18,2018,03,04,2006,12,Female,7,30052,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5560218380,94897316,10/19/2018 09:10:55,10/19/2018 09:13:10,168.8.249.74, , , , ,298014,10,19,2018,08,06,2013,5,Female,K,30044,No, , ,Black/African American, , , , ,No, ,Occasionally,Frequently,Frequently,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally,Never,Occasionally,1
Web Link 1,5560334027,94897316,10/19/2018 08:38:07,10/19/2018 08:39:23,172.58.3.146, , , , ,298029,10,18,2018,04,03,2013,5,Male,K,30011,No, , ,Black/African American, , , , ,No, ,Never,Frequently,Always,Occasionally,Frequently,Occasionally,Frequently,Occasionally,Never,Always,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Always,Occasionally,Frequently,Frequently,Occasionally,Always,1
Web Link 1,5560577306,94897316,10/21/2018 01:50:28,10/21/2018 01:51:48,73.122.201.29, , , , ,298046,10,20,2018,04,24,2006,12,Male,7,30340,Yes, , , , , ,Other (please specify),Hispanic,No, ,Occasionally,Never,Never,Frequently,Occasionally,Frequently,Occasionally,Always,Never,Always,Occasionally,Occasionally,Frequently,Never,Frequently,Never,Occasionally,Frequently,Frequently,Occasionally,Occasionally,1
