IDNumber,Age,AgeGroup,Gender,HighestEducation,Ethnicity,Region,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw,TOT_NT,SOC_NT,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,PLA_NT
209017,30,31.00 to 40.99 years,Female,Bachelor's degree or higher,MultiRacial,south,119,20,20,21,19,28,17,14,16,66,58,64,62,62,69,63,55,56
190007,25,21.00 to 30.99 years,Male,Bachelor's degree or higher,Hispanic,south,74,15,11,10,16,10,16,11,15,45,47,42,34,56,35,61,44,54
190006,24,21.00 to 30.99 years,Female,Bachelor's degree or higher,Hispanic,south,136,22,18,20,23,21,28,26,23,70,62,61,61,68,62,75,74,66
190031,24,21.00 to 30.99 years,Female,Bachelor's degree or higher,Hispanic,west,109,19,16,23,17,22,12,19,11,62,56,58,65,58,64,49,66,41
189091,27,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,72,12,11,13,15,12,10,11,10,43,38,42,47,53,43,39,44,36
190025,51,51.00 to 64.99 years,Male,Bachelor's degree or higher,Hispanic,west,72,15,11,11,16,12,11,11,13,43,47,42,39,56,43,44,44,48
193007,50,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,northeast,68,11,11,12,11,14,10,10,11,40,35,42,43,38,49,39,39,41
225008,36,31.00 to 40.99 years,Male,Some college or associate degree,White,south,62,14,11,11,10,10,10,10,11,34,44,42,39,33,35,39,39,41
189089,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,62,11,10,12,10,10,10,10,10,34,35,37,43,33,35,39,39,36
225007,37,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,98,20,16,18,16,20,13,15,17,58,58,58,58,56,61,53,58,58
209015,65,65.00 to 99.99 years,Male,High school graduate (including GED),White,midwest,86,18,14,13,11,13,20,15,15,52,54,53,47,38,46,69,58,54
224003,56,51.00 to 64.99 years,Female,Some college or associate degree,White,northeast,102,22,18,21,17,21,13,12,17,60,62,61,62,58,62,53,49,58
190015,43,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,west,77,10,14,13,12,14,11,13,17,47,31,53,47,43,49,44,52,58
224004,62,51.00 to 64.99 years,Male,Bachelor's degree or higher,White,northeast,87,15,14,15,14,16,14,14,15,53,47,53,52,50,54,56,55,54
224002,26,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,northeast,78,23,10,17,14,15,11,11,14,48,63,37,56,50,52,44,44,51
189084,25,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,90,15,16,15,17,15,13,14,17,55,47,58,52,58,52,53,55,58
224015,27,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,northeast,80,12,16,14,11,13,14,12,13,49,38,58,49,38,46,56,49,48
214006,42,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,south,82,13,14,11,18,11,13,15,20,50,41,53,39,60,39,53,58,62
171016,42,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,west,88,10,14,20,16,17,10,11,10,54,31,53,61,56,56,39,44,36
209023,28,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,66,13,10,11,10,14,10,11,12,38,41,37,39,33,49,39,44,45
225010,42,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,south,69,23,13,12,11,11,10,12,12,41,63,50,43,38,39,39,49,45
214007,37,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,75,13,13,11,16,14,11,10,15,46,41,50,39,56,49,44,39,54
225009,42,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,south,103,11,12,26,23,20,10,12,11,60,35,46,67,68,61,39,49,41
224007,24,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,northeast,66,12,10,10,10,12,11,13,11,38,38,37,34,33,43,44,52,41
225006,33,31.00 to 40.99 years,Male,High school graduate (including GED),Black,south,81,26,12,12,12,14,16,15,14,50,68,46,43,43,49,61,58,51
225005,21,21.00 to 30.99 years,Male,High school graduate (including GED),Black,south,72,32,13,13,11,10,13,12,10,43,75,50,47,38,35,53,49,36
225017,34,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,139,22,21,37,22,17,15,27,19,71,62,66,74,66,56,59,75,61
225018,35,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,73,20,10,15,14,12,11,11,13,44,58,37,52,50,43,44,44,48
225014,53,51.00 to 64.99 years,Female,Some college or associate degree,NativeHawPacIsl,south,64,17,10,10,12,12,10,10,12,36,52,37,34,43,43,39,39,45
225013,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,NativeHawPacIsl,south,108,19,20,23,17,24,12,12,10,62,56,64,65,58,66,49,49,36
225020,43,41.00 to 50.99 years,Male,Some college or associate degree,White,south,67,13,10,12,12,12,10,11,14,39,41,37,43,43,43,39,44,51
225019,30,21.00 to 30.99 years,Female,Some college or associate degree,White,south,96,13,17,14,15,20,16,14,16,57,41,60,49,53,61,61,55,56
204005,29,21.00 to 30.99 years,Male,Some college or associate degree,Hispanic,west,62,11,11,10,10,11,10,10,11,34,35,42,34,33,39,39,39,41
224010,24,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,northeast,88,13,13,12,14,14,17,18,14,54,41,50,43,50,49,63,64,51
224018,58,51.00 to 64.99 years,Female,Bachelor's degree or higher,White,northeast,91,18,17,14,16,18,12,14,20,55,54,60,49,56,58,49,55,62
225004,51,51.00 to 64.99 years,Male,High school graduate (including GED),White,northeast,72,16,12,11,11,16,11,11,15,43,50,46,39,38,54,44,44,54
225003,24,21.00 to 30.99 years,Male,Some college or associate degree,White,northeast,88,13,13,12,15,15,12,21,15,54,41,50,43,53,52,49,69,54
225012,46,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,northeast,76,15,14,13,14,14,11,10,15,46,47,53,47,50,49,44,39,54
204021,24,21.00 to 30.99 years,Male,Some college or associate degree,White,west,91,19,19,15,17,11,17,12,11,55,56,63,52,58,39,63,49,41
209026,29,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,74,14,13,13,12,14,10,12,13,45,44,50,47,43,49,39,49,48
225011,47,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,northeast,75,20,13,15,13,11,10,13,11,46,58,50,52,47,39,39,52,41
225021,69,65.00 to 99.99 years,Female,Some college or associate degree,White,northeast,84,15,16,17,13,15,10,13,15,51,47,58,56,47,52,39,52,54
190023,32,31.00 to 40.99 years,Male,Bachelor's degree or higher,Hispanic,west,81,18,13,15,15,12,12,14,21,50,54,50,52,53,43,49,55,64
204013,25,21.00 to 30.99 years,Female,Bachelor's degree or higher,Hispanic,west,70,23,12,11,13,14,10,10,13,42,63,46,39,47,49,39,39,48
209029,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,west,65,13,10,11,11,12,11,10,10,37,41,37,39,38,43,44,39,36
224013,24,21.00 to 30.99 years,Male,Bachelor's degree or higher,Hispanic,northeast,71,14,12,10,12,15,12,10,10,42,44,46,34,43,52,49,39,36
178048,46,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,south,68,14,10,11,12,11,11,13,16,40,44,37,39,43,39,44,52,56
178010,52,51.00 to 64.99 years,Female,Bachelor's degree or higher,White,south,75,14,12,12,15,11,13,12,17,46,44,46,43,53,39,53,49,58
209034,29,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,87,16,13,20,14,19,10,11,12,53,50,50,61,50,60,39,44,45
225023,54,51.00 to 64.99 years,Female,Bachelor's degree or higher,White,northeast,94,19,16,21,17,19,10,11,11,57,56,58,62,58,60,39,44,41
176002,24,21.00 to 30.99 years,Male,Bachelor's degree or higher,Asian,west,76,12,10,15,13,14,11,13,10,46,38,37,52,47,49,44,52,36
176004,34,31.00 to 40.99 years,Female,Bachelor's degree or higher,Hispanic,west,85,17,10,19,13,17,13,13,16,52,52,37,60,47,56,53,52,56
193008,44,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,northeast,60,11,10,10,10,10,10,10,10,32,35,37,34,33,35,39,39,36
224016,22,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,northeast,102,22,15,19,15,14,21,18,12,60,62,55,60,53,49,70,64,45
209019,25,21.00 to 30.99 years,Female,Bachelor's degree or higher,MultiRacial,south,94,15,16,12,19,17,17,13,11,57,47,58,43,62,56,63,52,41
190005,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,Asian,west,103,11,16,16,16,24,20,11,12,60,35,58,54,56,66,69,44,45
209030,33,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,west,68,11,15,11,11,10,11,10,12,40,35,55,39,38,35,44,39,45
224009,24,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,west,72,14,12,12,16,10,12,10,13,43,44,46,43,56,35,49,39,48
190026,33,31.00 to 40.99 years,Female,Some college or associate degree,MultiRacial,west,89,18,21,13,11,16,15,13,20,54,54,66,47,38,54,59,52,62
225025,32,31.00 to 40.99 years,Male,Bachelor's degree or higher,Black,south,63,13,10,11,11,11,10,10,10,35,41,37,39,38,39,39,39,36
190027,42,41.00 to 50.99 years,Male,Bachelor's degree or higher,Black,west,115,18,14,22,22,22,20,15,13,64,54,53,64,66,64,69,58,48
209014,27,21.00 to 30.99 years,Male,Bachelor's degree or higher,Black,south,75,20,13,11,12,17,11,11,11,46,58,50,39,43,56,44,44,41
203024,42,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,south,80,14,11,12,20,14,13,10,11,49,44,42,43,64,49,53,39,41
215002,44,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,northeast,76,16,14,12,14,12,13,11,14,46,50,53,43,50,43,53,44,51
215004,53,51.00 to 64.99 years,Male,Some college or associate degree,White,northeast,103,19,18,19,19,25,11,11,20,60,56,61,60,62,67,44,44,62
215001,50,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,northeast,66,10,10,12,10,14,10,10,12,38,31,37,43,33,49,39,39,45
209041,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,141,28,24,31,22,26,18,20,23,71,70,69,71,66,68,65,68,66
225024,28,21.00 to 30.99 years,Female,Bachelor's degree or higher,Black,south,80,15,10,13,16,18,12,11,11,49,47,37,47,56,58,49,44,41
221009,61,51.00 to 64.99 years,Male,Bachelor's degree or higher,White,west,77,17,17,15,14,10,10,11,11,47,52,60,52,50,35,39,44,41
225016,48,41.00 to 50.99 years,Male,Some college or associate degree,Black,south,66,24,11,11,11,10,13,10,18,38,65,42,39,38,35,53,39,59
225015,45,41.00 to 50.99 years,Female,Bachelor's degree or higher,MultiRacial,south,87,25,10,13,17,20,16,11,14,53,66,37,47,58,61,61,44,51
190004,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,96,17,17,17,15,19,16,12,16,57,52,60,56,53,60,61,49,56
190051,36,31.00 to 40.99 years,Male,Bachelor's degree or higher,Hispanic,west,70,17,10,10,12,11,16,11,21,42,52,37,34,43,39,61,44,64
209025,33,31.00 to 40.99 years,Male,Bachelor's degree or higher,Black,west,73,12,13,11,12,14,12,11,13,44,38,50,39,43,49,49,44,48
221003,32,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,75,23,12,15,13,12,10,13,13,46,63,46,52,47,43,39,52,48
221002,28,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,85,15,15,15,11,18,11,15,17,52,47,55,52,38,58,44,58,58
224005,23,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,northeast,76,16,15,11,13,12,12,13,15,46,50,55,39,47,43,49,52,54
190049,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,Hispanic,west,99,15,16,18,21,19,11,14,11,59,47,58,58,65,60,44,55,41
190017,33,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,west,69,16,12,10,14,13,10,10,11,41,50,46,34,50,46,39,39,41
230004,34,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,midwest,90,21,17,20,15,11,16,11,18,55,60,60,61,53,39,61,44,59
190016,32,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,west,86,17,17,16,12,15,12,14,13,52,52,60,54,43,52,49,55,48
178005,37,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,69,16,11,11,15,10,12,10,11,41,50,42,39,53,35,49,39,41
178012,28,21.00 to 30.99 years,Female,Some college or associate degree,Black,south,70,10,10,12,11,14,10,13,10,42,31,37,43,38,49,39,52,36
178050,35,31.00 to 40.99 years,Female,Bachelor's degree or higher,Other,south,97,15,16,20,15,21,10,15,14,58,47,58,61,53,62,39,58,51
178001,40,31.00 to 40.99 years,Female,Some college or associate degree,Black,south,66,12,10,10,11,15,10,10,10,38,38,37,34,38,52,39,39,36
190053,32,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,west,95,19,17,18,12,23,13,12,26,57,56,60,58,43,65,53,49,68
215003,42,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,northeast,130,18,27,27,21,18,16,21,17,68,54,72,68,65,58,61,69,58
215005,42,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,northeast,70,14,11,13,12,13,10,11,14,42,44,42,47,43,46,39,44,51
219002,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,76,14,11,16,15,13,11,10,12,46,44,42,54,53,46,44,39,45
236002,32,31.00 to 40.99 years,Male,Some college or associate degree,White,west,83,20,11,14,19,12,13,14,11,51,58,42,49,62,43,53,55,41
209037,37,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,west,70,13,12,15,11,11,11,10,11,42,41,46,52,38,39,44,39,41
230006,34,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,midwest,83,15,13,13,15,13,15,14,16,51,47,50,47,53,46,59,55,56
204002,63,51.00 to 64.99 years,Male,Bachelor's degree or higher,Hispanic,west,97,17,20,16,15,15,20,11,29,58,52,64,54,53,52,69,44,70
236003,53,51.00 to 64.99 years,Male,High school graduate (including GED),White,west,109,29,17,19,20,19,16,18,19,62,72,60,60,64,60,61,64,61
236006,23,21.00 to 30.99 years,Male,Some college or associate degree,White,west,89,24,18,15,16,12,11,17,16,54,65,61,52,56,43,44,63,56
189090,28,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,85,14,15,14,17,18,11,10,14,52,44,55,49,58,58,44,39,51
189092,26,21.00 to 30.99 years,Male,Some college or associate degree,White,south,66,18,10,11,12,10,13,10,10,38,54,37,39,43,35,53,39,36
236001,32,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,west,85,15,14,12,15,18,14,12,18,52,47,53,43,53,58,56,49,59
209031,34,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,72,10,10,16,11,14,11,10,10,43,31,37,54,38,49,44,39,36
236005,52,51.00 to 64.99 years,Female,Some college or associate degree,White,west,100,16,16,18,18,18,12,18,17,59,50,58,58,60,58,49,64,58
236004,23,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,west,105,17,20,18,21,12,20,14,20,61,52,64,58,65,43,69,55,62
214009,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,111,14,20,31,21,13,16,10,19,63,44,64,71,65,46,61,39,61
214010,32,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,95,25,14,20,22,14,13,12,14,57,66,53,61,66,49,53,49,51
230003,34,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,midwest,74,20,13,13,14,12,12,10,14,45,58,50,47,50,43,49,39,51
230005,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,midwest,120,21,21,25,18,20,16,20,21,66,60,66,67,60,61,61,68,64
209022,27,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,122,22,18,21,24,30,15,14,22,66,62,61,62,69,71,59,55,65
236007,58,51.00 to 64.99 years,Female,Some college or associate degree,White,west,98,19,15,18,16,17,14,18,15,58,56,55,58,56,56,56,64,54
212002,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,Asian,west,81,12,12,19,14,15,11,10,10,50,38,46,60,50,52,44,39,36
178058,42,41.00 to 50.99 years,Female,High school graduate (including GED),White,south,90,18,16,13,14,20,12,15,20,55,54,58,47,50,61,49,58,62
212003,37,31.00 to 40.99 years,Male,Some college or associate degree,Hispanic,west,77,12,12,15,14,12,14,10,14,47,38,46,52,50,43,56,39,51
178059,44,41.00 to 50.99 years,Male,High school graduate (including GED),White,south,81,16,12,18,15,13,13,10,18,50,50,46,58,53,46,53,39,59
225022,55,51.00 to 64.99 years,Female,Bachelor's degree or higher,White,northeast,86,19,14,19,14,17,11,11,11,52,56,53,60,50,56,44,44,41
193009,39,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,72,16,12,11,12,16,11,10,11,43,50,46,39,43,54,44,39,41
189083,29,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,93,14,14,18,17,20,12,12,15,56,44,53,58,58,61,49,49,54
178002,29,21.00 to 30.99 years,Female,Some college or associate degree,White,south,60,10,10,10,10,10,10,10,10,32,31,37,34,33,35,39,39,36
212011,40,31.00 to 40.99 years,Female,Bachelor's degree or higher,Asian,west,123,20,24,24,19,19,15,22,24,67,58,69,66,62,60,59,70,67
212012,41,41.00 to 50.99 years,Male,Bachelor's degree or higher,Asian,west,77,20,12,15,14,16,10,10,15,47,58,46,52,50,54,39,39,54
215007,50,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,northeast,103,14,16,24,18,18,13,14,17,60,44,58,66,60,58,53,55,58
219008,87,65.00 to 99.99 years,Male,Bachelor's degree or higher,White,midwest,76,20,13,11,15,12,10,15,16,46,58,50,39,53,43,39,58,56
190055,41,41.00 to 50.99 years,Male,Bachelor's degree or higher,Asian,west,69,17,10,11,11,10,17,10,14,41,52,37,39,38,35,63,39,51
203017,44,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,south,71,23,10,13,13,12,10,13,17,42,63,37,47,47,43,39,52,58
178006,37,31.00 to 40.99 years,Female,Bachelor's degree or higher,MultiRacial,south,79,22,11,14,12,20,10,12,11,48,62,42,49,43,61,39,49,41
209047,28,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,63,12,10,10,10,13,10,10,10,35,38,37,34,33,46,39,39,36
178064,52,51.00 to 64.99 years,Male,Bachelor's degree or higher,White,south,116,24,16,23,18,25,13,21,26,65,65,58,65,60,67,53,69,68
212016,32,31.00 to 40.99 years,Female,Bachelor's degree or higher,Asian,NA,113,10,18,17,23,13,26,16,16,64,31,61,56,68,46,75,60,56
212004,31,31.00 to 40.99 years,Male,Some college or associate degree,Hispanic,west,74,12,14,12,12,13,13,10,10,45,38,53,43,43,46,53,39,36
212017,31,31.00 to 40.99 years,Male,Some college or associate degree,Hispanic,west,111,18,26,30,18,16,10,11,17,63,54,71,70,60,54,39,44,58
217006,21,21.00 to 30.99 years,Female,High school graduate (including GED),Black,south,119,29,27,19,19,21,12,21,28,66,72,72,60,62,62,49,69,70
190030,42,41.00 to 50.99 years,Male,Some college or associate degree,Hispanic,west,79,11,14,18,13,14,10,10,11,48,35,53,58,47,49,39,39,41
209046,32,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,78,18,12,14,14,13,12,13,15,48,54,46,49,50,46,49,52,54
190014,24,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,west,63,19,10,10,11,11,11,10,11,35,56,37,34,38,39,44,39,41
230008,32,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,72,16,10,15,16,10,11,10,14,43,50,37,52,56,35,44,39,51
230009,37,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,northeast,88,24,14,17,15,16,11,15,22,54,65,53,56,53,54,44,58,65
204043,24,21.00 to 30.99 years,Female,Bachelor's degree or higher,Hispanic,west,92,13,17,18,14,14,13,16,17,56,41,60,58,50,49,53,60,58
178060,47,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,south,67,10,11,12,11,13,10,10,10,39,31,42,43,38,46,39,39,36
217008,38,31.00 to 40.99 years,Female,Bachelor's degree or higher,Black,south,104,16,20,17,19,17,14,17,19,61,50,64,56,62,56,56,63,61
204045,24,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,west,81,14,13,16,14,14,12,12,11,50,44,50,54,50,49,49,49,41
178053,45,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,south,108,17,16,19,20,18,15,20,16,62,52,58,60,64,58,59,68,56
204044,25,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,west,99,19,11,14,16,34,12,12,12,59,56,42,49,56,73,49,49,45
189097,73,65.00 to 99.99 years,Male,Some college or associate degree,White,south,70,15,10,12,12,12,12,12,14,42,47,37,43,43,43,49,49,51
223007,28,21.00 to 30.99 years,Female,Some college or associate degree,Hispanic,west,117,14,15,18,23,30,11,20,14,65,44,55,58,68,71,44,68,51
223006,22,21.00 to 30.99 years,Male,Some college or associate degree,Hispanic,west,74,13,17,10,11,15,10,11,15,45,41,60,34,38,52,39,44,54
223009,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,Hispanic,west,123,15,17,21,21,31,16,17,16,67,47,60,62,65,71,61,63,56
189098,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,80,17,12,14,13,17,13,11,13,49,52,46,49,47,56,53,44,48
193051,52,51.00 to 64.99 years,Male,High school graduate (including GED),White,northeast,111,24,15,20,20,23,11,22,19,63,65,55,61,64,65,44,70,61
178065,51,51.00 to 64.99 years,Male,Bachelor's degree or higher,White,south,89,16,15,19,12,22,11,10,13,54,50,55,60,43,64,44,39,48
193052,48,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,northeast,97,17,12,17,22,17,16,13,13,58,52,46,56,66,56,61,52,48
236009,30,21.00 to 30.99 years,Male,Bachelor's degree or higher,Hispanic,west,96,25,11,21,16,18,13,17,18,57,66,42,62,56,58,53,63,59
223008,24,21.00 to 30.99 years,Male,Bachelor's degree or higher,Hispanic,west,77,21,13,13,15,15,11,10,12,47,60,50,47,53,52,44,39,45
189101,59,51.00 to 64.99 years,Male,Some college or associate degree,White,south,70,10,12,11,11,12,11,13,11,42,31,46,39,38,43,44,52,41
193054,22,21.00 to 30.99 years,Male,Some college or associate degree,Hispanic,northeast,69,16,12,13,11,11,12,10,13,41,50,46,47,38,39,49,39,48
225026,49,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,northeast,73,15,14,13,12,13,10,11,24,44,47,53,47,43,46,39,44,67
225027,51,51.00 to 64.99 years,Male,Bachelor's degree or higher,Hispanic,northeast,98,22,16,17,18,17,11,19,22,58,62,58,56,60,56,44,66,65
219010,36,31.00 to 40.99 years,Male,Bachelor's degree or higher,Asian,south,69,13,14,10,14,10,10,11,13,41,41,53,34,50,35,39,44,48
236010,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,west,67,17,12,12,10,12,11,10,14,39,52,46,43,33,43,44,39,51
209042,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,85,22,13,12,16,16,15,13,14,52,62,50,43,56,54,59,52,51
203009,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,102,19,16,16,19,19,17,15,17,60,56,58,54,62,60,63,58,58
219014,32,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,northeast,86,13,13,16,19,12,14,12,11,52,41,50,54,62,43,56,49,41
193060,44,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,northeast,61,20,10,10,11,10,10,10,12,33,58,37,34,38,35,39,39,45
225043,33,31.00 to 40.99 years,Male,Bachelor's degree or higher,White,south,62,10,10,11,11,10,10,10,10,34,31,37,39,38,35,39,39,36
189081,32,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,61,11,10,11,10,10,10,10,10,33,35,37,39,33,35,39,39,36
193004,46,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,northeast,76,26,11,11,15,15,11,13,14,46,68,42,39,53,52,44,52,51
189080,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,86,15,14,17,17,14,11,13,16,52,47,53,56,58,49,44,52,56
204048,28,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,west,62,12,10,11,11,10,10,10,10,34,38,37,39,38,35,39,39,36
189093,25,21.00 to 30.99 years,Male,High school graduate (including GED),White,south,88,13,14,16,15,18,12,13,16,54,41,53,54,53,58,49,52,56
209039,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,Black,west,90,20,13,14,15,20,14,14,14,55,58,50,49,53,61,56,55,51
236008,28,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,west,97,19,14,17,19,18,13,16,14,58,56,53,56,62,58,53,60,51
225039,23,21.00 to 30.99 years,Male,High school graduate (including GED),White,south,80,14,11,12,13,10,15,19,11,49,44,42,43,47,35,59,66,41
225038,22,21.00 to 30.99 years,Female,High school graduate (including GED),White,south,106,16,15,19,22,19,19,12,17,61,50,55,60,66,60,67,49,58
171004,36,31.00 to 40.99 years,Female,Some college or associate degree,MultiRacial,south,64,16,10,11,12,10,10,11,10,36,50,37,39,43,35,39,44,36
190054,42,41.00 to 50.99 years,Female,Bachelor's degree or higher,White,west,78,15,12,15,12,14,12,13,16,48,47,46,52,43,49,49,52,56
215010,42,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,northeast,73,24,11,14,13,15,10,10,14,44,65,42,49,47,52,39,39,51
204042,32,31.00 to 40.99 years,Male,Bachelor's degree or higher,Asian,west,87,15,12,14,15,17,16,13,15,53,47,46,49,53,56,61,52,54
219013,30,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,65,14,11,14,10,10,10,10,16,37,44,42,49,33,35,39,39,56
209043,31,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,south,77,16,13,11,12,12,16,13,14,47,50,50,39,43,43,61,52,51
212018,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,Asian,west,106,15,19,19,22,18,13,15,13,61,47,63,60,66,58,53,58,48
204047,29,21.00 to 30.99 years,Male,Bachelor's degree or higher,White,west,79,19,14,13,14,12,16,10,14,48,56,53,47,50,43,61,39,51
178071,38,31.00 to 40.99 years,Male,Some college or associate degree,Hispanic,south,75,16,11,14,14,10,15,11,17,46,50,42,49,50,35,59,44,58
225045,36,31.00 to 40.99 years,Male,Some college or associate degree,Black,south,90,23,13,13,12,21,20,11,21,55,63,50,47,43,62,69,44,64
193061,47,41.00 to 50.99 years,Male,Bachelor's degree or higher,White,northeast,97,17,17,18,12,24,12,14,18,58,52,60,58,43,66,49,55,59
214013,63,51.00 to 64.99 years,Female,Some college or associate degree,White,south,62,10,10,11,11,10,10,10,10,34,31,37,39,38,35,39,39,36
225044,36,31.00 to 40.99 years,Female,Bachelor's degree or higher,Black,south,87,15,17,14,12,20,14,10,14,53,47,60,49,43,61,56,39,51
224024,27,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,northeast,77,21,12,16,12,15,11,11,14,47,60,46,54,43,52,44,44,51
219011,26,21.00 to 30.99 years,Female,Bachelor's degree or higher,White,south,92,12,14,18,17,16,13,14,17,56,38,53,58,58,54,53,55,58
204050,47,41.00 to 50.99 years,Male,Bachelor's degree or higher,Asian,west,71,13,12,12,13,13,10,11,14,42,41,46,43,47,46,39,44,51
189102,66,65.00 to 99.99 years,Male,Bachelor's degree or higher,White,south,88,13,15,18,13,14,14,14,16,54,41,55,58,47,49,56,55,56
178063,86,65.00 to 99.99 years,Male,Bachelor's degree or higher,Other,south,67,11,10,12,12,12,11,10,11,39,35,37,43,43,43,44,39,41
204046,75,65.00 to 99.99 years,Male,Bachelor's degree or higher,White,south,92,14,14,19,17,15,14,13,13,56,44,53,60,58,52,56,52,48
230010,33,31.00 to 40.99 years,Female,Bachelor's degree or higher,White,midwest,85,12,14,16,13,19,11,12,18,52,38,53,54,47,60,44,49,59
