IDNumber,data,AgeInMonths,Gender,ParentHighestEducation,Ethnicity,Region,q0011,q0012,q0013,q0014,q0015,q0016,q0017,q0018,q0019,q0022,q0024,q0025,q0026,q0027,q0028,q0029,q0032,q0034,q0035,q0036,q0037,q0038,q0039,q0040,q0041,q0042,q0043,q0044,q0045,q0046,q0052,q0054,q0055,q0056,q0061,q0062,q0063,q0066,q0067,q0068,q0069,q0071,q0073,q0075,q0076,q0077,q0079,q0080,q0081,q0082,q0086,q0087,q0088,q0089,q0091,q0093,q0095,q0096,q0097,q0098,q0100,q0101,q0102,q0103,q0104,q0105,q0106,q0107,q0110,q0112,q0114,q0117,q0118,q0119,q0120,q0121,q0122,q0123,q0124,q0125,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
119108,SM,25,Female,Bachelor's degree or higher,Hispanic,south,1,1,1,1,1,2,2,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,21 to 31.5 mo,67,17,12,10,11,11,12,11,12
119109,SM,26,Male,High school graduate (including GED),Black,south,1,1,1,1,2,2,1,1,1,1,1,2,1,4,1,1,1,4,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,98,12,18,16,15,13,15,21,10
119110,SM,16,Female,Some college or associate degree,Black,south,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,1,2,4,2,2,2,2,2,2,1,1,2,2,2,2,09.5 to 20 mo,122,10,24,19,17,20,21,21,18
120004,SM,28,Female,Bachelor's degree or higher,Hispanic,west,2,3,1,2,1,3,4,1,3,1,1,2,1,2,1,1,1,1,2,2,2,2,3,1,2,2,2,2,1,1,2,2,3,1,2,2,1,2,1,1,2,1,1,1,3,2,2,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1,1,3,1,1,1,1,4,1,1,1,1,2,1,1,1,1,2,2,21 to 31.5 mo,93,21,14,18,17,15,14,15,13
120005,SM,18,Male,Bachelor's degree or higher,MultiRacial,west,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,2,2,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,09.5 to 20 mo,80,17,17,12,11,12,15,13,14
120006,SM,13,Female,Bachelor's degree or higher,Hispanic,west,1,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,2,2,1,1,1,1,2,1,1,4,1,1,1,2,1,1,3,1,1,1,1,1,1,2,09.5 to 20 mo,80,13,13,13,13,10,16,15,13
120008,SM,24,Male,Bachelor's degree or higher,MultiRacial,west,1,2,3,1,2,2,2,1,1,1,1,2,1,2,1,1,1,4,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,3,3,1,3,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,94,16,17,15,16,17,16,13,10
120009,SM,15,Male,Some college or associate degree,MultiRacial,west,2,2,1,1,1,1,2,1,1,1,1,3,1,3,1,1,1,4,4,1,2,1,4,1,1,2,3,3,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,3,2,4,3,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,09.5 to 20 mo,103,13,20,19,16,14,21,13,14
120010,SM,19,Male,Bachelor's degree or higher,MultiRacial,west,2,2,3,2,2,2,4,1,3,2,1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,09.5 to 20 mo,80,23,12,17,11,11,15,14,11
120011,SM,23,Female,Bachelor's degree or higher,Asian,west,2,1,2,1,1,2,2,2,2,2,1,3,1,2,1,1,1,1,2,2,3,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,3,2,2,2,3,1,2,2,3,1,2,2,1,1,1,1,2,2,3,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,21 to 31.5 mo,99,17,15,13,18,19,16,18,12
120014,SM,21,Male,Bachelor's degree or higher,Hispanic,west,1,1,2,1,2,2,1,1,1,1,1,4,1,2,1,1,2,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,2,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,21 to 31.5 mo,81,13,16,13,16,12,12,12,12
126018,SM,10,Female,Bachelor's degree or higher,NativeHawPacIsl,west,1,4,2,1,1,3,4,1,4,3,2,1,1,2,1,1,1,2,1,2,1,2,3,1,2,3,1,3,1,3,1,1,2,4,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,1,1,3,2,2,1,2,1,2,3,1,1,3,3,4,4,2,1,1,3,3,1,3,2,1,2,1,1,1,1,1,09.5 to 20 mo,108,24,14,20,14,17,18,25,14
126020,SM,26,Male,Bachelor's degree or higher,White,west,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,2,2,1,4,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,79,12,15,16,13,11,12,12,10
126051,SM,21,Female,Bachelor's degree or higher,Hispanic,west,1,2,1,1,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,83,15,14,17,15,13,14,10,10
126061,SM,26,Male,Some college or associate degree,White,south,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,69,11,12,10,12,13,11,11,10
126062,SM,26,Male,Some college or associate degree,White,south,1,1,1,1,1,2,1,1,1,1,1,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,21 to 31.5 mo,70,11,14,11,11,12,11,11,11
126078,SM,28,Female,Bachelor's degree or higher,White,south,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,3,2,3,3,2,4,3,2,2,1,3,1,2,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,2,3,2,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,3,4,21 to 31.5 mo,98,11,17,23,14,11,18,15,17
126083,SM,29,Male,Bachelor's degree or higher,White,west,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,78,12,12,13,17,11,14,11,10
126107,SM,17,Male,Bachelor's degree or higher,Hispanic,west,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,09.5 to 20 mo,70,17,13,11,11,12,13,10,13
126112,SM,15,Female,Bachelor's degree or higher,White,west,1,1,2,1,1,2,2,1,1,3,2,3,1,2,1,1,1,3,2,1,4,1,2,1,1,1,1,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,09.5 to 20 mo,82,15,17,15,13,11,16,10,10
126136,SM,20,Male,Bachelor's degree or higher,MultiRacial,west,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,2,1,1,3,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,09.5 to 20 mo,79,12,11,15,12,12,16,13,12
126152,SM,16,Female,Bachelor's degree or higher,Hispanic,west,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,3,2,1,1,2,1,1,1,1,2,3,1,1,1,1,2,1,1,1,2,1,2,2,2,1,3,2,2,2,2,1,1,2,1,3,1,1,1,3,3,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,2,1,2,3,1,4,1,3,09.5 to 20 mo,93,14,16,14,14,18,17,14,19
126158,SM,20,Male,Bachelor's degree or higher,White,west,1,1,2,1,1,2,3,1,1,1,1,3,1,2,1,1,1,3,2,1,3,1,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,09.5 to 20 mo,84,14,16,15,12,11,15,15,10
126160,SM,15,Female,Bachelor's degree or higher,White,midwest,1,2,1,1,1,2,2,1,1,2,2,3,1,3,1,1,1,4,4,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,09.5 to 20 mo,89,14,21,13,14,16,13,12,11
126177,SM,10,Female,Bachelor's degree or higher,White,midwest,4,2,1,1,2,3,3,1,2,2,2,4,1,2,1,2,2,4,2,1,2,1,2,1,2,2,1,3,1,1,1,1,2,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,2,2,1,2,2,1,1,1,2,2,3,3,1,1,1,2,1,3,3,2,2,2,2,2,2,2,09.5 to 20 mo,99,21,21,16,15,10,20,17,21
126195,SM,30,Female,Bachelor's degree or higher,White,west,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,78,12,16,12,11,14,12,13,10
126199,SM,25,Male,Bachelor's degree or higher,MultiRacial,west,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,3,2,1,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,21 to 31.5 mo,82,17,11,17,15,13,15,11,11
126209,SM,26,Male,Some college or associate degree,Hispanic,west,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,2,1,3,4,1,2,1,1,2,3,1,2,1,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,1,2,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,92,17,13,19,16,16,17,11,10
126229,SM,25,Female,Bachelor's degree or higher,White,west,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,4,1,2,4,2,3,1,1,1,2,2,2,1,2,1,2,1,1,2,2,3,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,21 to 31.5 mo,88,12,16,19,16,12,12,13,11
126317,SM,30,Male,Bachelor's degree or higher,White,midwest,3,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,3,1,3,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,21 to 31.5 mo,94,18,18,17,14,17,16,12,11
126324,SM,10,Male,Bachelor's degree or higher,Hispanic,northeast,1,2,1,1,2,2,2,1,1,2,1,3,1,1,1,2,2,3,2,2,1,1,2,1,2,2,1,2,1,1,1,1,3,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,3,1,1,2,1,2,3,2,3,4,1,2,1,1,1,1,2,2,1,2,1,2,2,2,09.5 to 20 mo,95,15,18,14,15,10,18,20,16
126333,SM,21,Female,Bachelor's degree or higher,White,midwest,2,2,1,1,2,1,1,1,2,2,1,3,1,2,2,2,1,2,3,1,2,2,1,1,1,1,2,3,1,1,1,1,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,21 to 31.5 mo,84,15,18,15,16,11,13,11,16
126335,SM,29,Female,Bachelor's degree or higher,White,midwest,1,1,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,21 to 31.5 mo,72,15,13,13,13,12,10,11,11
126363,SM,19,Male,Bachelor's degree or higher,White,west,2,2,1,1,1,2,2,2,2,2,1,2,1,3,1,1,1,3,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,2,2,1,1,2,2,2,09.5 to 20 mo,87,17,16,17,14,13,14,13,16
126370,SM,18,Female,Bachelor's degree or higher,Asian,west,1,2,2,2,2,2,3,3,3,2,2,2,2,1,1,2,1,3,2,2,2,2,2,2,2,2,2,3,2,2,3,1,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,09.5 to 20 mo,115,22,18,21,18,17,22,19,22
126372,SM,21,Male,Bachelor's degree or higher,White,northeast,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,21 to 31.5 mo,75,10,15,11,15,10,14,10,14
126398,SM,30,Female,Bachelor's degree or higher,Hispanic,west,1,1,1,1,1,2,3,1,1,1,1,2,1,2,1,1,1,2,2,3,3,1,2,3,1,1,2,2,3,2,2,2,2,3,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,90,13,16,20,18,10,14,12,10
131001,SM,11,Male,High school graduate (including GED),White,west,2,4,1,1,1,1,1,2,4,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,09.5 to 20 mo,75,19,13,11,13,14,13,11,10
131002,SM,13,Male,Bachelor's degree or higher,MultiRacial,west,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,4,2,2,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,4,2,1,1,2,3,1,1,1,1,1,1,2,2,1,1,3,1,2,1,1,1,1,2,1,1,1,1,1,09.5 to 20 mo,88,12,14,11,18,12,18,15,11
131003,SM,24,Female,Bachelor's degree or higher,Hispanic,west,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,21 to 31.5 mo,71,13,12,12,11,14,12,10,11
131005,SM,16,Female,Bachelor's degree or higher,Hispanic,west,1,2,1,1,2,2,1,1,1,2,1,2,1,3,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,3,3,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,3,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,09.5 to 20 mo,91,14,16,17,18,10,17,13,13
131006,SM,20,Male,Some college or associate degree,White,west,3,2,1,1,3,3,2,1,3,2,1,3,1,2,1,1,1,1,2,1,2,2,2,1,2,2,1,3,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,2,2,2,2,1,1,3,3,2,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,09.5 to 20 mo,92,21,14,17,14,14,18,15,12
131011,SM,29,Male,Bachelor's degree or higher,White,west,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,3,2,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,21 to 31.5 mo,86,14,14,16,14,14,14,14,11
131013,SM,29,Female,High school graduate (including GED),White,west,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,3,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,73,11,13,14,12,13,10,11,10
131019,SM,11,Female,Some college or associate degree,Hispanic,west,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,2,2,2,3,1,2,2,2,2,2,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,2,3,2,3,2,1,1,3,2,1,3,1,2,2,3,1,1,3,4,1,3,2,2,2,2,09.5 to 20 mo,102,20,19,19,13,10,22,19,21
131021,SM,12,Male,Bachelor's degree or higher,White,midwest,1,4,2,1,1,1,2,1,3,2,1,4,1,2,1,1,1,2,4,3,1,2,3,1,1,2,1,4,3,1,1,1,2,4,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,2,1,2,1,2,1,1,4,2,1,3,1,1,1,2,1,3,1,3,2,2,1,3,3,3,09.5 to 20 mo,100,18,20,19,16,10,18,17,22
131026,SM,24,Male,Some college or associate degree,White,west,1,1,1,1,1,1,2,1,1,2,1,3,2,2,1,1,1,2,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,80,12,15,14,12,12,14,13,10
131027,SM,13,Male,High school graduate (including GED),White,west,2,4,1,2,2,1,1,2,4,2,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,3,2,1,1,1,1,2,2,2,1,1,1,1,2,3,2,3,1,2,3,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,3,3,3,09.5 to 20 mo,93,21,12,17,16,17,18,13,20
133002,SM,16,Female,Some college or associate degree,MultiRacial,west,2,2,3,1,1,2,4,3,3,1,1,2,1,2,1,2,1,4,2,2,1,1,2,1,2,2,1,3,1,1,2,2,3,1,2,1,2,1,2,1,1,1,1,3,1,3,1,3,3,4,1,1,1,2,1,1,4,2,3,2,2,3,2,3,3,2,1,4,2,2,1,1,1,2,3,2,2,2,1,1,09.5 to 20 mo,113,22,18,15,17,21,18,24,16
133004,SM,20,Male,High school graduate (including GED),MultiRacial,west,2,2,2,1,2,3,3,2,2,2,2,3,1,2,2,1,2,3,2,3,2,2,3,2,2,2,2,1,2,1,1,2,3,3,2,1,1,3,3,2,1,1,1,1,1,3,2,1,3,2,1,2,2,2,1,2,3,2,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,3,2,09.5 to 20 mo,109,21,21,19,21,16,17,15,17
133005,SM,21,Female,Some college or associate degree,MultiRacial,west,1,1,1,1,1,1,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,63,12,12,10,10,10,11,10,10
133006,SM,17,Female,Some college or associate degree,White,west,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,1,3,2,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,09.5 to 20 mo,82,13,14,14,17,13,12,12,11
133007,SM,19,Female,Bachelor's degree or higher,MultiRacial,west,2,2,2,1,2,3,3,2,2,1,2,3,2,2,1,2,1,3,3,2,2,2,3,2,1,2,3,2,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,1,1,2,2,2,2,3,09.5 to 20 mo,94,20,21,20,13,11,14,15,17
133008,SM,19,Male,Bachelor's degree or higher,MultiRacial,west,2,2,2,1,2,2,1,2,2,2,2,3,1,2,1,2,1,3,3,1,2,2,2,1,1,2,3,3,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,3,09.5 to 20 mo,92,18,19,19,14,10,15,15,17
133011,SM,10,Female,Bachelor's degree or higher,White,west,1,4,2,2,1,2,2,2,4,3,1,3,1,1,1,2,1,3,2,1,1,2,2,1,2,2,2,2,1,2,2,1,3,3,1,2,1,1,1,3,3,2,4,1,2,3,2,2,2,1,2,3,1,2,1,1,3,2,2,1,1,2,2,2,2,2,1,3,1,2,2,2,4,4,3,4,2,1,2,2,09.5 to 20 mo,109,23,16,17,18,22,18,18,26
133079,SM,30,Female,Some college or associate degree,MultiRacial,west,3,1,3,2,1,2,3,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,2,2,3,1,3,4,1,2,1,2,3,2,2,4,2,1,3,2,3,2,2,2,2,1,2,3,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,2,21 to 31.5 mo,110,18,15,17,19,23,20,16,13
134002,SM,10,Female,Bachelor's degree or higher,White,west,2,2,1,1,2,2,3,2,2,2,1,1,1,3,1,1,1,3,1,1,1,2,2,1,2,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,2,2,3,2,2,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,1,2,2,1,2,2,2,09.5 to 20 mo,84,19,14,15,11,11,19,14,16
134003,SM,17,Female,Bachelor's degree or higher,Black,south,2,3,1,1,2,1,1,2,2,1,2,4,1,1,1,1,2,4,1,1,2,2,2,1,2,3,2,4,2,2,1,2,3,4,1,1,2,2,1,2,1,1,1,1,4,2,3,2,1,3,2,2,1,3,2,2,2,2,2,2,1,1,2,2,1,1,1,2,1,3,1,4,3,2,2,1,3,1,1,1,09.5 to 20 mo,113,16,18,22,19,19,20,15,19
134009,SM,29,Female,Bachelor's degree or higher,White,northeast,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,3,3,2,3,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,3,21 to 31.5 mo,94,12,16,17,17,17,10,17,13
134010,SM,16,Female,Some college or associate degree,White,northeast,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,09.5 to 20 mo,99,20,18,18,14,18,20,11,21
134015,SM,21,Female,Bachelor's degree or higher,White,northeast,1,1,2,1,2,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,3,2,2,1,2,1,1,1,1,21 to 31.5 mo,93,18,18,16,15,12,15,17,15
134019,SM,20,Male,Bachelor's degree or higher,White,west,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,09.5 to 20 mo,68,18,10,10,10,14,13,11,11
