CollectorNm,RespondentID,CollectorID,StartDate,EndDate,IPAddress,EmailAddress,FirstName,LastName,CustomData1,IDNumber,Month,Day,Year,DOBMonth,DOBDay,DOBYear,Age,Gender,Grade,ZipCode,Hispanic,AmericanIndAlaskanNat,Asian,Black,NativeHawPacIsl,White,Other,OtherSpecified,q0010,q0010_other,q0011,ParentHighestEducation,q0013,q0014,q0015,q0016,q0017,q0018,q0019,q0020,q0021,q0022,q0023,q0024,q0025,q0026,q0027,q0028,q0029,q0030,q0031,q0032,q0033,q0034,q0035,q0036,q0037,q0038,q0039,q0040,q0041,q0042,q0043,q0044,q0045,q0046,q0047,q0048,q0049,q0050,q0051,q0052,q0053,q0054,q0055,q0056,q0057,q0058,q0059,q0060,q0061,q0062,q0063,q0064,q0065,q0066,q0067,q0068,q0069,q0070,q0071,q0072,q0073,q0074,q0075,q0076,q0077,q0078,q0079,q0080,q0081,q0082,q0083,q0084,q0085,q0086,q0087,q0088,q0089,q0090,q0091,q0092,q0093,q0094,q0095,q0096,q0097,q0098,q0099,q0100,q0101,q0102,q0103,q0104,q0105,q0106,q0107,q0108,q0109,q0110,q0111,q0112,q0113,q0114,q0115,q0116,q0117,q0118,q0119,q0120,q0121,q0122,q0123,q0124,q0125,q0126,q0127,q0128,q0129,q0130,q0131,q0132,q0133,q0134,q0135,q0136,q0137,Zip,Region,P_RateDt,P_DOB,P_Age,AgeGroup,Count,Ethnicity,count_total
Web Link 1,5513591450,95276301,04/29/2018 11:43:04,04/29/2018 12:00:04,70.187.86.114, , , , ,178028,04,29,2018,10,14,2000,17,Male,11,32605,No, , , , ,White, , ,No, ,Yes,Bachelor's degree or higher,4 or more,Frequently,Frequently,Always,Always,Frequently,Never,Never,Occasionally,Frequently,Occasionally,Frequently,Frequently,Frequently,Occasionally,Never,Occasionally,Occasionally,Never,Frequently,Occasionally,Never,Never,Frequently,Never,Frequently,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Occasionally,Frequently,Never,Never,Never,Frequently,Frequently,Never,Frequently,Occasionally,Frequently,Frequently,Occasionally,Never,Never,Never,Never,Never,Frequently,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Frequently,Occasionally,Occasionally,Frequently,Always,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Frequently,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Frequently,Frequently,Frequently,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Full License,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Frequently,Frequently,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,32605,south,4/29/2018,10/14/2000,17.5386721423682,16.00 to 17.99 years,1,White,1
Web Link 1,5515598445,95276301,05/05/2018 08:36:41,05/05/2018 08:51:09,141.114.111.31, , , , ,275023,05,05,2018,07,27,1998,19,Female,College,04011,No, , , , ,White, , ,No, ,Yes,High school graduate (including GED),1,Always,Always,Always,Frequently,Frequently,Never,Never,Always,Occasionally,Never,Never,Frequently,Frequently,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Frequently,Frequently,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Frequently,Frequently,Occasionally,Never,Occasionally,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Full License,Frequently,Never,Occasionally,Occasionally,Frequently,Occasionally,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Always,Never,4011,northeast,5/5/2018,7/27/1998,19.772758384668,18.00 to 21.99 years,1,White,1
Web Link 1,5516217098,95276301,05/07/2018 05:51:50,05/07/2018 06:04:53,67.255.213.151, , , , ,275020,05,06,2018,08,23,2000,17,Male,12,04240,No, , ,Black/African American, ,White, , ,Yes,Hearing impairment,No,Bachelor's degree or higher,2,Always,Always,Frequently,Always,Occasionally,Occasionally,Never,Always,Never,Never,Never,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally,Frequently,Occasionally,Never,Frequently,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Frequently,Never,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Occasionally,Occasionally,Frequently,Occasionally,Frequently, , , , , , , , , , , , , , , , , , , ,4240,northeast,5/6/2018,8/23/2000,17.700205338809,16.00 to 17.99 years,2,MultiRacial,1
Web Link 1,5551194764,95276301,09/12/2018 07:56:42,09/12/2018 08:03:22,64.150.11.6, , , , ,293007,09,12,2018,11,08,2004,13,Male,8,60619,No, , ,Black/African American, , , , ,No, ,No,Some college or associate degree,2,Frequently,Frequently,Frequently,Frequently,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally, , , , , , , , , , , , , , , , , , , ,60619,midwest,9/12/2018,11/8/2004,13.8425735797399,12.00 to 13.99,1,Black,1
Web Link 1,5551202303,95276301,09/12/2018 08:20:13,09/12/2018 08:25:05,64.150.11.6, , , , ,293008,09,12,2018,08,20,2004,14,Female,8,60620,No, , ,Black/African American, , , , ,No, ,No,High school graduate (including GED),3,Frequently,Frequently,Frequently,Frequently,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never, , , , , , , , , , , , , , , , , , , ,60620,midwest,9/12/2018,8/20/2004,14.0616016427105,14.00 to 15.99 years,1,Black,1
Web Link 1,5551222331,95276301,09/12/2018 09:20:06,09/12/2018 09:30:10,64.150.11.6, , , , ,293009,09,12,2018,08,31,2005,13,Female,8,60619,No, , ,Black/African American, , , , ,No, ,No,High school graduate (including GED),1,Frequently,Frequently,Frequently,Frequently,Never,Never,Never,Frequently,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,60619,midwest,9/12/2018,8/31/2005,13.0321697467488,12.00 to 13.99,1,Black,1
Web Link 1,5551755585,95276301,09/14/2018 08:03:47,09/14/2018 08:11:01,64.150.11.6, , , , ,293011,09,14,2018,08,29,2005,13,Female,7,60653,No, , ,Black/African American, , , , ,No, ,No,High school graduate (including GED),2,Frequently,Frequently,Frequently,Frequently,Occasionally,Never,Never,Frequently,Never,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,60653,midwest,9/14/2018,8/29/2005,13.0431211498973,12.00 to 13.99,1,Black,1
Web Link 1,5552150648,95276301,09/16/2018 01:53:38,09/16/2018 02:05:21,107.77.209.159, , , , ,294036,09,16,2018,02,13,2004,14,Female,9,60636,No, , ,Black/African American, , , , ,No, ,No,High school graduate (including GED),0,Always,Always,Always,Always,Occasionally,Occasionally,Never,Always,Never,Never,Never,Occasionally,Always,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never, , , , , , , , , , , , , , , , , , , ,60636,midwest,9/16/2018,2/13/2004,14.590006844627,14.00 to 15.99 years,1,Black,1
Web Link 1,5552445161,95276301,09/17/2018 04:32:03,09/17/2018 04:45:16,69.47.5.86, , , , ,294037,09,17,2018,05,05,2005,13,Male,8,60803,No, , ,Black/African American, , , , ,No, ,No,High school graduate (including GED),1,Always,Always,Always,Always,Occasionally,Occasionally,Never,Always,Never,Never,Occasionally,Never,Always,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally, , , , , , , , , , , , , , , , , , , ,60803,midwest,9/17/2018,5/5/2005,13.3689253935661,12.00 to 13.99,1,Black,1
Web Link 1,5552447295,95276301,09/17/2018 04:46:49,09/17/2018 05:02:16,69.47.5.86, , , , ,294038,09,17,2018,05,05,2005,13,Female,8,60803,No, , ,Black/African American, , , , ,No, ,No,High school graduate (including GED),1,Always,Always,Always,Always,Occasionally,Never,Never,Always,Never,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Always,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,60803,midwest,9/17/2018,5/5/2005,13.3689253935661,12.00 to 13.99,1,Black,1
Web Link 1,5552746614,95276301,09/18/2018 05:42:11,09/18/2018 05:49:30,68.234.188.26, , , , ,294039,09,18,2018,08,14,2001,17,Female,12,60652,Yes, , , , , ,Other (please specify),Hispanic,No, ,Yes,Did not complete high school (no diploma),1,Always,Frequently,Always,Frequently,Always,Occasionally,Never,Frequently,Never,Occasionally,Never,Occasionally,Always,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Frequently,Occasionally,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Frequently,Occasionally,Never,Full License,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Frequently,Never,Occasionally,Frequently,Occasionally,60652,midwest,9/18/2018,8/14/2001,17.0951403148528,16.00 to 17.99 years,1,Hispanic,1
Web Link 1,5553145806,95276301,09/20/2018 07:22:45,09/20/2018 07:33:07,64.150.11.24, , , , ,293012,09,20,2018,04,20,2005,13,Male,8,60617,No, , ,Black/African American, , , , ,No, ,No,Some college or associate degree,0,Frequently,Frequently,Always,Always,Occasionally,Never,Never,Frequently,Never,Frequently,Never,Never,Always,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,60617,midwest,9/20/2018,4/20/2005,13.4182067077344,12.00 to 13.99,1,Black,1
Web Link 1,5553150958,95276301,09/20/2018 07:39:44,09/20/2018 07:51:52,107.77.209.159, , , , ,294040,09,20,2018,02,03,2001,17,Female,12,60652,No, , ,Black/African American, , , , ,No, ,Yes,High school graduate (including GED),1,Always,Always,Always,Always,Occasionally,Never,Never,Always,Never,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Always,Never,Occasionally,Never,Never,Never,Always,Never,Never,Never,Occasionally,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Always,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Learner's Permit,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,60652,midwest,9/20/2018,2/3/2001,17.6262833675565,16.00 to 17.99 years,1,Black,1
Web Link 1,5553152779,95276301,09/20/2018 07:46:18,09/20/2018 07:49:45,64.150.11.24, , , , ,293013,09,20,2018,09,09,2006,12,Male,6,60628,No, , ,Black/African American, , , , ,No, ,No,Some college or associate degree,2,Frequently,Frequently,Frequently,Frequently,Never,Never,Never,Frequently,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,60628,midwest,9/20/2018,9/9/2006,12.0301163586585,12.00 to 13.99,1,Black,1
Web Link 1,5553859043,95276301,09/23/2018 06:43:24,09/28/2018 10:28:46,104.6.167.209, , , , , 292036,09,23,2018,03,02,2002,16,Male,11,28216,No, , ,Black/African American, , , , ,No, ,Yes,Did not complete high school (no diploma),2,Frequently,Always,Always,Occasionally,Occasionally,Occasionally,Never,Always,Never,Occasionally,Occasionally,Frequently,Always,Never,Occasionally,Never,Frequently,Frequently,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Always,Occasionally,Never,Never,Never,Frequently,Occasionally,Frequently,Always,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Occasionally,Occasionally,Always,Frequently,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Occasionally,Frequently,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Frequently,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Occasionally,Frequently,Full License,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Always,Never,28216,south,9/23/2018,3/2/2002,16.5612594113621,16.00 to 17.99 years,1,Black,1
Web Link 1,5554444855,95276301,09/25/2018 08:35:44,09/28/2018 10:27:49,104.6.167.209, , , , , 292037,09,28,2018,01,28,2002,16,Female,11,28214,No, , ,Black/African American, , , , ,No, ,Yes,Did not complete high school (no diploma),0,Always,Always,Always,Occasionally,Frequently,Never,Never,Always,Never,Occasionally,Never,Never,Always,Occasionally,Frequently,Occasionally,Frequently,Frequently,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Frequently,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Frequently,Never,Occasionally,Never,Never,Never,Frequently,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Frequently,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Frequently,Never,Occasionally,Never,Never,Occasionally,Frequently,Full License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,28214,south,9/28/2018,1/28/2002,16.6652977412731,16.00 to 17.99 years,1,Black,1
Web Link 1,5554903147,95276301,09/27/2018 11:15:34,09/27/2018 11:31:28,64.150.11.28, , , , ,293017,09,27,2018,09,01,2005,12,Male,8,60628,No, , ,Black/African American, , , , ,No, ,No,High school graduate (including GED),1,Frequently,Occasionally,Frequently,Frequently,Never,Never,Never,Frequently,Never,Occasionally,Never,Occasionally,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,60628,midwest,9/27/2018,9/1/2005,13.0704996577687,12.00 to 13.99,1,Black,1
Web Link 1,5554996531,95276301,09/27/2018 07:09:51,09/28/2018 10:26:21,104.6.167.209, , , , ,292038,09,27,2018,12,22,2002,15,Female,10,28214,Yes, , , , ,White, , ,No, ,No,Did not complete high school (no diploma),2,Always,Always,Always,Always,Always,Occasionally,Never,Always,Never,Never,Never,Never,Always,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Always,Occasionally,Never,Never,Occasionally,Never,Occasionally,Never,Frequently,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Frequently,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally, , , , , , , , , , , , , , , , , , , ,28214,south,9/27/2018,12/22/2002,15.7645448323066,14.00 to 15.99 years,1,Hispanic,1
Web Link 1,5555381264,95276301,09/29/2018 02:49:02,09/29/2018 02:58:56,99.203.14.147, , , , ,294042,09,29,2018,01,09,2001,17,Female,11,60612,No, , ,Black/African American, , , , ,No, ,No,High school graduate (including GED),3,Frequently,Occasionally,Always,Frequently,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Always,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally, , , , , , , , , , , , , , , , , , , ,60612,midwest,9/29/2018,1/9/2001,17.719370294319,16.00 to 17.99 years,1,Black,1
Web Link 1,5555401658,95276301,09/29/2018 06:41:55,09/29/2018 06:54:28,23.115.119.66, , , , ,294043,09,29,2018,02,19,2001,17,Male,12,60620,No, , ,Black/African American, , , , ,No, ,No,High school graduate (including GED),3,Always,Occasionally,Frequently,Always,Always,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Always,Never,Never,Never,Never,Never,Always,Always,Frequently,Never,Occasionally,Frequently,Frequently,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Frequently,Always,Occasionally,Always,Never,Never,Never,Always,Never,Never,Never,Occasionally,Frequently,Occasionally,Occasionally,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Occasionally,Occasionally,Always,Occasionally,Never,Never,Always,Never,Occasionally,Occasionally,Occasionally, , , , , , , , , , , , , , , , , , , ,60620,midwest,9/29/2018,2/19/2001,17.6071184120465,16.00 to 17.99 years,1,Black,1
Web Link 1,5555544834,95276301,09/30/2018 02:49:43,09/30/2018 03:04:15,107.77.208.65, , , , ,294041,09,30,2018,06,19,2004,14,Male,9,60652,No, , ,Black/African American, , , , ,No, ,No,High school graduate (including GED),4 or more,Always,Always,Always,Always,Occasionally,Never,Never,Always,Occasionally,Occasionally,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,60652,midwest,9/30/2018,6/19/2004,14.280629705681,14.00 to 15.99 years,1,Black,1
Web Link 1,5556476690,95276301,10/03/2018 06:49:28,10/03/2018 07:28:31,108.225.222.228, , , , ,294044,10,03,2018,04,11,2004,14,Female,9,60636,No, , ,Black/African American, , , , ,No, ,No,High school graduate (including GED),0,Always,Always,Frequently,Always,Always,Never,Never,Always,Frequently,Frequently,Never,Occasionally,Always,Occasionally,Frequently,Occasionally,Frequently,Never,Frequently,Occasionally,Never,Never,Never,Frequently,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally,Frequently,Frequently,Frequently,Occasionally,Frequently,Occasionally,Never,Occasionally,Never,Never,Frequently,Never,Frequently,Never,Frequently,Never,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Never,Frequently,Occasionally,Frequently,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Frequently,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Frequently,Occasionally,Frequently,Never,Occasionally,Never,Frequently,Never,Frequently, , , , , , , , , , , , , , , , , , , ,60636,midwest,10/3/2018,4/11/2004,14.4777549623546,14.00 to 15.99 years,1,Black,1
