CollectorNm,RespondentID,CollectorID,StartDate,EndDate,IPAddress,EmailAddress,FirstName,LastName,CustomData1,IDNumber,q0002_0001_0001,q0002_0001_0002,q0002_0001_0003,q0003_0001_0001,q0003_0001_0002,q0003_0001_0003,q0004,Gender,q0006,q0007,q0008,q0009_0001,q0009_0002,q0009_0003,q0009_0004,q0009_0005,q0009_0006,q0009_other,q0010,q0010_other,q0011_0001,q0012_0001,q0013_0001,q0014_0001,q0015_0001,q0016_0001,q0017_0001,q0018_0001,q0019_0001,q0020_0001,q0021_0001,q0022_0001,q0023_0001,q0024_0001,q0025_0001,q0026_0001,q0027_0001,q0028_0001,q0029_0001,count_total
Web Link 1,5390266728,94893521,06/29/2017 11:49:17 AM,04/19/2019 07:14:27 AM,216.54.120.67, , , , ,119031,06,29,2017,03,16,2011,6,Female,K,23707,Yes, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,1
Web Link 1,5390320908,94893521,06/29/2017 01:05:15 PM,06/29/2017 01:07:31 PM,216.54.120.67, , , , ,119032,06,28,2017,09,09,2011,5,Female,K,23707,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5427766811,94893521,09/14/2017 04:50:47 PM,09/14/2017 04:53:10 PM,70.174.114.209, , , , ,119027,09,14,2017,05,14,2008,9,Female,3,23664,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5430910630,94893521,09/21/2017 02:20:48 PM,09/21/2017 02:23:19 PM,70.174.114.209, , , , ,119040,09,21,2017,03,19,2011,6,Male,K,23701,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5433559218,94893521,09/27/2017 12:29:22 PM,09/27/2017 12:31:32 PM,216.54.120.89, , , , ,119038,09,27,2017,07,19,2009,8,Female,2,23701,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5436384333,94893521,10/03/2017 08:53:25 PM,10/03/2017 09:01:02 PM,32.216.199.31, , , , ,193026,10,03,2017,10,11,2006,10,Male,5,04740,No, , , , ,White, , ,No, ,Always,Never,Frequently,Frequently,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,1
Web Link 1,5436387560,94893521,10/03/2017 09:02:10 PM,10/03/2017 09:17:37 PM,32.216.199.31, , , , ,193025,10,04,2017,04,15,2009,8,Male,3,04740,No, , , , ,White, , ,No, ,Frequently,Never,Always,Frequently,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,1
Web Link 1,5437178717,94893521,10/05/2017 08:32:00 AM,10/06/2017 09:28:23 AM,24.228.193.173, , , , ,193024,10,05,2017,09,02,2005,12,Male,6,04740,No, , , , ,White, , ,No, ,Always,Never,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,1
Web Link 1,5437190415,94893521,10/05/2017 08:50:30 AM,10/05/2017 08:59:36 AM,24.228.193.173, , , , ,193023,10,05,2017,02,25,2012,5,Male,K,04740,No, , , , ,White, , ,No, ,Always,Always,Frequently,Always,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Frequently,1
Web Link 1,5437196284,94893521,10/05/2017 09:03:27 AM,10/06/2017 08:10:24 AM,24.228.193.173, , , , ,193022,10,05,2017,05,07,2011,6,Male,1,04740,No, , , , ,White, , ,No, ,Always,Never,Always,Always,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,1
Web Link 1,5437713615,94893521,10/06/2017 08:37:11 AM,10/06/2017 08:43:15 AM,24.228.193.173, , , , ,193021,10,06,2017,06,29,2009,8,Male,3,04740,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,1
Web Link 1,5437871140,94893521,10/06/2017 01:49:14 PM,10/06/2017 02:00:11 PM,32.216.216.201, , , , ,193020,10,06,2017,05,31,2006,11,Female,6,04740,No, , , , ,White, , ,No, ,Always,Never,Always,Always,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5437874022,94893521,10/06/2017 02:01:12 PM,11/02/2017 07:28:00 AM,32.216.216.201, , , , ,193018,10,06,2017,03,16,2006,11,Male,6,04740,No, , , , ,White, , ,No, ,Always,Never,Always,Always,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,1
Web Link 1,5444916204,94893521,10/23/2017 08:45:26 AM,10/23/2017 09:02:43 AM,208.84.138.92, , , , ,189051,10,23,2017,04,14,2011,6,Female,1,76209,No, , , , ,White, , ,No, ,Frequently,Never,Frequently,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,1
Web Link 1,5445408639,94893521,10/24/2017 07:33:02 AM,10/24/2017 08:37:22 AM,208.84.138.51, , , , ,189053,10,24,2017,05,09,2012,5,Female,K,76210,No, , , , ,White, , ,No, ,Frequently,Always,Always,Frequently,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,1
Web Link 1,5446425920,94893521,10/26/2017 06:56:24 AM,11/02/2017 07:27:31 AM,169.244.31.34, , , , ,193019,10,26,2017,06,08,2009,8,Male,3,04740,No, , , , ,White, , ,No, ,Frequently,Never,Frequently,Frequently,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,1
Web Link 1,5446429214,94893521,10/26/2017 07:03:12 AM,10/26/2017 07:15:52 AM,169.244.31.34, , , , ,193017,10,26,2017,04,08,2008,9,Male,4,04758,No, , , , ,White, , ,No, ,Frequently,Never,Always,Always,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,1
Web Link 1,5446438908,94893521,10/26/2017 07:18:45 AM,10/26/2017 07:25:11 AM,169.244.31.34, , , , ,193016,10,26,2017,10,20,2005,12,Female,6,04758,No, , , , ,White, , ,No, ,Always,Always,Frequently,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,1
Web Link 1,5446443895,94893521,10/26/2017 07:30:31 AM,10/26/2017 07:34:40 AM,169.244.31.34, , , , ,193015,10,26,2017,11,30,2010,6,Male,1,04758,No, , , , ,White, , ,No, ,Frequently,Always,Always,Always,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,1
Web Link 1,5450072848,94893521,11/03/2017 11:29:48 AM,04/19/2019 08:20:43 AM,208.84.138.92, , , , ,189062,11,03,2017,06,09,2008,9,Female,4,76210,Yes, , , , ,White, , ,Yes,Anxiety,Frequently,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,1
Web Link 1,5450083658,94893521,11/03/2017 11:32:58 AM,11/03/2017 11:54:44 AM,208.84.138.92, , , , ,189064,11,03,2017,02,14,2012,5,Female,K,76209,No, , , , ,White, , ,No, ,Always,Never,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5453478479,94893521,11/11/2017 09:14:02 AM,11/11/2017 09:17:11 AM,98.13.80.246, , , , ,193068,11,11,2017,07,10,2008,9,Female,3,04740,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,1
Web Link 1,5453479556,94893521,11/11/2017 09:17:50 AM,11/11/2017 09:20:52 AM,98.13.80.246, , , , ,193069,11,11,2017,06,26,2006,11,Female,6,04740,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,1
Web Link 1,5453481359,94893521,11/11/2017 09:21:39 AM,11/11/2017 09:26:57 AM,98.13.80.246, , , , ,193070,11,11,2017,05,18,2006,11,Female,6,04786,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5493589041,94893521,02/26/2018 10:31:17 AM,02/26/2018 10:38:24 AM,24.227.200.250, , , , ,141246,02,26,2018,06,01,2012,5,Female,K,76708,No, , , , ,White, , ,No, ,Frequently,Frequently,Always,Occasionally,Frequently,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Frequently,Frequently,Occasionally,Occasionally,1
Web Link 1,5493592463,94893521,02/26/2018 10:38:54 AM,02/26/2018 10:45:30 AM,24.227.200.250, , , , ,141247,02,26,2018,12,28,2011,6,Male,K,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,1
Web Link 1,5493950838,94893521,02/27/2018 08:07:11 AM,02/27/2018 08:09:37 AM,24.227.200.250, , , , ,141248,02,28,2018,06,18,2012,5,Male,K,76708,No, , , , ,White, , ,No, ,Occasionally,Frequently,Frequently,Occasionally,Frequently,Occasionally,Frequently,Frequently,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Frequently,Frequently,Frequently,1
Web Link 1,5493951956,94893521,02/27/2018 08:09:56 AM,02/27/2018 08:11:48 AM,24.227.200.250, , , , ,141249,02,28,2018,04,13,2012,5,Male,K,76708,No, , , , ,White, , ,No, ,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Frequently,Occasionally,Never,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Occasionally,1
Web Link 1,5493955384,94893521,02/27/2018 08:17:11 AM,04/19/2019 07:44:52 AM,24.227.200.250, , , , ,141251,02,28,2018,04,10,2012,5,Female,K,76708,Yes, , , , ,White, , ,No, ,Always,Always,Always,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,1
Web Link 1,5493958295,94893521,02/27/2018 08:21:08 AM,04/19/2019 07:45:17 AM,24.227.200.250, , , , ,141252,02,28,2018,07,23,2012,5,Female,K,76708,No, ,Asian, , ,White, , ,No, ,Always,Always,Always,Frequently,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,1
Web Link 1,5493959178,94893521,02/27/2018 08:25:39 AM,04/19/2019 07:45:37 AM,24.227.200.250, , , , ,141253,02,28,2018,05,20,2012,5,Female,K,76708,Yes, , , , ,White, , ,No, ,Always,Always,Always,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,1
Web Link 1,5493961903,94893521,02/27/2018 08:31:35 AM,04/19/2019 07:47:38 AM,24.227.200.250, , , , ,141254,02,28,2018,03,04,2012,5,Male,K,76633,No, , , , ,White, , ,No, ,Always,Always,Always,Frequently,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,1
Web Link 1,5494009212,94893521,02/27/2018 10:21:56 AM,04/19/2019 07:49:02 AM,24.227.200.250, , , , ,141256,02,28,2018,02,23,2012,6,Female,K,76712,No, ,Asian, , , , , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,1
Web Link 1,5494010217,94893521,02/27/2018 10:24:42 AM,02/27/2018 10:25:58 AM,24.227.200.250, , , , ,141257,02,28,2018,01,16,2012,6,Female,K,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,1
Web Link 1,5494011011,94893521,02/27/2018 10:26:22 AM,04/19/2019 07:49:50 AM,24.227.200.250, , , , ,141258,02,28,2018,07,23,2008,9,Male,4,76712,No, ,Asian, , , , , ,No, ,Always,Always,Always,Frequently,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,1
Web Link 1,5494012197,94893521,02/27/2018 10:29:23 AM,04/19/2019 07:50:32 AM,24.227.200.250, , , , ,141259,02,28,2018,04,29,2008,9,Female,4,76708,Yes, , , , ,White, , ,No, ,Always,Always,Always,Always,Frequently,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Frequently,Frequently,Never,Occasionally,1
Web Link 1,5494013148,94893521,02/27/2018 10:32:20 AM,04/19/2019 08:04:21 AM,24.227.200.250, , , , ,141260,02,28,2018,12,13,2006,11,Male,5,76705,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5494013921,94893521,02/27/2018 10:33:57 AM,02/27/2018 10:35:21 AM,24.227.200.250, , , , ,141261,02,28,2018,12,29,2006,11,Male,5,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5494015592,94893521,02/27/2018 10:38:04 AM,02/27/2018 10:39:18 AM,24.227.200.250, , , , ,141262,02,28,2018,01,25,2007,11,Female,5,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5494046595,94893521,02/27/2018 11:53:40 AM,04/19/2019 08:06:29 AM,24.227.200.250, , , , ,141263,02,28,2018,06,29,2006,11,Male,5,76689,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5494047249,94893521,02/27/2018 11:55:19 AM,02/27/2018 11:56:52 AM,24.227.200.250, , , , ,141264,02,28,2018,02,26,2007,11,Male,5,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,1
Web Link 1,5494048035,94893521,02/27/2018 11:57:15 AM,02/27/2018 11:58:42 AM,24.227.200.250, , , , ,141291,02,28,2018,02,05,2007,11,Male,5,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,1
Web Link 1,5495476009,94893521,03/03/2018 05:50:55 PM,03/03/2018 05:52:56 PM,24.254.201.70, , , , ,119118,03,03,2018,02,24,2012,6,Female,K,23702,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,1
Web Link 1,5498316211,94893521,03/12/2018 12:15:39 PM,03/12/2018 12:18:31 PM,24.227.200.250, , , , ,141255,03,12,2018,11,13,2011,6,Female,K,76708,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,1
Web Link 1,5507285265,94893521,04/09/2018 11:19:05 AM,04/09/2018 11:20:56 AM,216.54.120.89, , , , ,119125,04,09,2018,06,26,2009,8,Female,2,23704,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5508810972,94893521,04/13/2018 01:01:18 PM,04/13/2018 01:03:51 PM,216.54.120.67, , , , ,119119,04,13,2018,08,10,2007,10,Female,5,23703,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5517529194,94893521,05/11/2018 10:56:40 AM,05/11/2018 10:59:40 AM,216.54.120.67, , , , ,119126,05,11,2018,11,21,2008,9,Male,3,23701,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5526355766,94893521,06/10/2018 12:12:01 PM,06/10/2018 12:15:15 PM,70.174.114.209, , , , ,119124,06,10,2018,01,17,2012,6,Male,K,23661,No, , , , ,White, , ,No, ,Always,Always,Always,Always,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5529507246,94893521,06/21/2018 10:06:46 AM,06/21/2018 10:08:44 AM,216.54.120.67, , , , ,119127,06,21,2018,06,26,2006,11,Female,6,23707,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5529508122,94893521,06/21/2018 10:09:10 AM,06/21/2018 10:11:21 AM,216.54.120.67, , , , ,119128,06,21,2018,09,29,2009,8,Female,3,23707,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5529509290,94893521,06/21/2018 10:11:43 AM,06/21/2018 10:14:58 AM,216.54.120.67, , , , ,119129,06,21,2018,04,20,2011,7,Female,1,23707,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Frequently,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5529510407,94893521,06/21/2018 10:15:47 AM,06/21/2018 10:18:31 AM,216.54.120.67, , , , ,119130,06,21,2018,01,24,2012,6,Male,K,23707,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5529511493,94893521,06/21/2018 10:19:07 AM,06/21/2018 10:21:18 AM,216.54.120.67, , , , ,119131,06,21,2018,05,24,2007,11,Male,4,23707,No, , ,Black/African American, , , , ,No, ,Frequently,Frequently,Frequently,Always,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5529512346,94893521,06/21/2018 10:21:44 AM,04/19/2019 07:26:45 AM,216.54.120.67, , , , ,119132,06,21,2018,05,06,2007,10,Male,4,23707,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5552113466,94893521,09/16/2018 09:07:13 AM,09/16/2018 09:09:42 AM,107.77.209.159, , , , ,294015,09,16,2018,10,10,2009,8,Female,3,60643,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5552113890,94893521,09/16/2018 09:10:32 AM,09/16/2018 09:13:27 AM,107.77.209.159, , , , ,294016,09,16,2018,08,25,2007,11,Female,6,60643,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5554320067,94893521,09/25/2018 10:22:58 AM,09/25/2018 10:26:02 AM,64.150.11.64, , , , ,294001,09,25,2018,07,04,2008,10,Male,5,60620,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5554576376,94893521,09/26/2018 08:54:41 AM,09/26/2018 08:58:47 AM,64.150.11.64, , , , ,294012,09,26,2018,03,28,2012,6,Female,1,60637,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5554638293,94893521,09/26/2018 12:20:12 PM,09/26/2018 12:24:46 PM,172.58.140.141, , , , ,294014,09,26,2018,01,26,2011,7,Female,2,60637,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,1
Web Link 1,5554923588,94893521,09/27/2018 12:30:02 PM,09/27/2018 12:32:37 PM,70.62.114.162, , , , ,292027,09,27,2018,11,10,2007,11,Male,6,28214,No, , ,Black/African American, , , , ,No, ,Frequently,Frequently,Frequently,Occasionally,Never,Never,Frequently,Occasionally,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Frequently,Occasionally,1
Web Link 1,5554924501,94893521,09/27/2018 12:33:03 PM,09/27/2018 12:36:07 PM,70.62.114.162, , , , ,292028,09,27,2018,04,06,2007,11,Male,7,28214,No, , ,Black/African American, , , , ,No, ,Occasionally,Never,Never,Never,Occasionally,Occasionally,Always,Never,Occasionally,Never,Frequently,Occasionally,Never,Never,Occasionally,Never,Never,Always,Occasionally,1
Web Link 1,5554925726,94893521,09/27/2018 12:36:49 PM,09/27/2018 12:39:59 PM,70.62.114.162, , , , ,292029,09,27,2018,06,06,2007,11,Male,7,28214,No, , ,Black/African American, , , , ,No, ,Frequently,Always,Always,Frequently,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Frequently,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,1
Web Link 1,5554926545,94893521,09/27/2018 12:40:26 PM,09/27/2018 12:43:01 PM,70.62.114.162, , , , ,292030,09,27,2018,01,21,2006,12,Female,7,28214,Yes, , , , , ,Other (please specify),Spanish,No, ,Always,Always,Always,Always,Occasionally,Occasionally,Never,Never,Never,Never,Never,Frequently,Never,Frequently,Never,Frequently,Frequently,Occasionally,Occasionally,1
Web Link 1,5554927337,94893521,09/27/2018 12:43:25 PM,09/27/2018 12:45:53 PM,70.62.114.162, , , , ,292031,09,27,2018,03,01,2006,12,Female,7,28214,Yes, , , , , ,Other (please specify),Spanish,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,1
Web Link 1,5554928064,94893521,09/27/2018 12:46:04 PM,09/27/2018 12:48:38 PM,70.62.114.162, , , , ,292032,09,27,2018,11,10,2007,12,Male,7,28214,No, , ,Black/African American, , , , ,No, ,Never,Never,Never,Always,Occasionally,Frequently,Always,Occasionally,Always,Always,Always,Occasionally,Never,Never,Occasionally,Never,Never,Always,Occasionally,1
Web Link 1,5554928850,94893521,09/27/2018 12:48:46 PM,09/27/2018 12:51:28 PM,70.62.114.162, , , , ,292033,09,27,2018,10,05,2006,11,Female,6,28216,No, , ,Black/African American, , , , ,No, ,Frequently,Frequently,Frequently,Occasionally,Occasionally,Never,Frequently,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Frequently,Occasionally,1
Web Link 1,5554929824,94893521,09/27/2018 12:51:43 PM,09/27/2018 12:54:49 PM,70.62.114.162, , , , ,292034,09,27,2018,09,21,2005,12,Female,7,28216,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Frequently,Frequently,Occasionally,Frequently,Occasionally,Frequently,Frequently,Occasionally,Never,Occasionally,Never,Occasionally,Frequently,Occasionally,Frequently,1
Web Link 1,5554930622,94893521,09/27/2018 12:54:59 PM,09/27/2018 12:57:18 PM,70.62.114.162, , , , ,292035,09,27,2018,12,05,2005,12,Female,7,28214,Yes, , , , , ,Other (please specify),Spanish,No, ,Never,Never,Occasionally,Never,Occasionally,Always,Always,Occasionally,Frequently,Never,Frequently,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,1
Web Link 1,5557727417,94893521,10/09/2018 09:33:29 AM,10/09/2018 09:39:09 AM,64.150.11.64, , , , ,294017,10,09,2018,08,13,2007,11,Male,6,60636,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5557728960,94893521,10/09/2018 09:39:26 AM,10/09/2018 09:41:52 AM,64.150.11.64, , , , ,294018,10,09,2018,11,16,2008,9,Male,4,60636,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5557729640,94893521,10/09/2018 09:42:10 AM,04/19/2019 08:34:38 AM,64.150.11.64, , , , ,294019,10,09,2018,12,22,2005,12,Female,7,60643,Yes, , , ,Native Hawaiian/Pacific Islander, ,Other (please specify),Hispanic,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5557730206,94893521,10/09/2018 09:44:14 AM,10/09/2018 09:50:23 AM,64.150.11.64, , , , ,294020,10,09,2018,10,29,2008,9,Male,4,60643,Yes, , , , , ,Other (please specify),Hispanic,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,1
Web Link 1,5557733002,94893521,10/09/2018 09:53:00 AM,10/09/2018 09:58:09 AM,64.150.11.64, , , , ,294021,10,09,2018,05,23,2010,8,Female,3,60609,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5558043168,94893521,10/10/2018 11:14:21 AM,10/10/2018 11:33:56 AM,64.150.11.64, , , , ,294013,10,10,2018,10,24,2012,5,Male,K,60637,No, , ,Black/African American, , , , ,No, ,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Frequently,Occasionally,Frequently,Occasionally,Never,Never,Occasionally,Never,Occasionally,Occasionally,Frequently,Frequently,1
Web Link 1,5558591022,94893521,10/12/2018 11:12:45 AM,10/12/2018 11:17:41 AM,168.8.249.74, , , , ,298026,10,10,2018,10,24,2008,9,Female,4,30052,No, , ,Black/African American, , , , ,Yes,ADHD,Frequently,Occasionally,Frequently,Frequently,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5559480270,94893521,10/16/2018 02:07:04 PM,10/16/2018 02:25:46 PM,172.58.3.59, , , , ,298028,10,16,2018,03,24,2012,6,Male,K,30044,No, , ,Black/African American, , , , ,Yes,Significant developmental delay,Always,Always,Always,Frequently,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Never,Occasionally,Always,Never,Occasionally,1
Web Link 1,5559917410,94893521,10/18/2018 07:00:50 AM,10/18/2018 07:03:19 AM,168.8.244.10, , , , ,298027,10,18,2018,03,04,2006,12,Female,7,30052,No, , ,Black/African American, , , , ,No, ,Frequently,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
