CollectorNm,RespondentID,CollectorID,StartDate,EndDate,IPAddress,EmailAddress,FirstName,LastName,CustomData1,IDNumber,Month,Day,Year,DOBMonth,DOBDay,DOBYear,Age,Gender,Grade,ZipCode,Hispanic,AmericanIndAlaskanNat,Asian,Black,NativeHawPacIsl,White,Other,OtherSpecified,q0010,q0010_other,driving,q0012,q0012_other,q0013,q0013_other,q0014,ParentHighestEducation,q0016,q0017,q0018,q0019,q0020,q0021,q0022,q0023,q0024,q0025,q0026,q0027,q0028,q0029,q0030,q0031,q0032,q0033,q0034,q0035,q0036,q0037,q0038,q0039,q0040,q0041,q0042,q0043,q0044,q0045,q0046,q0047,q0048,q0049,q0050,q0051,q0052,q0053,q0054,q0055,q0056,q0057,q0058,q0059,q0060,q0061,q0062,q0063,q0064,q0065,q0066,q0067,q0068,q0069,q0070,q0071,q0072,q0073,q0074,q0075,q0076,q0077,q0078,q0079,q0080,q0081,q0082,q0083,q0084,q0085,q0086,q0087,q0088,q0089,q0090,q0091,q0092,q0093,q0094,q0095,q0096,q0097,q0098,q0099,q0100,q0101,q0102,q0103,q0104,q0105,q0106,q0107,q0108,q0109,q0110,q0111,q0112,q0113,q0114,q0115,q0116,q0117,q0118,q0119,q0120,q0121,q0122,q0123,q0124,q0125,q0126,q0127,q0128,q0129,q0130,q0131,q0132,q0133,q0134,q0135,q0136,q0137,q0138,Zip,Region,P_RateDt,P_DOB,P_Age,AgeGroup,Count,Ethnicity,count_total
Web Link 1,6723146997,160864355,02/27/2018 12:48:36 PM,02/27/2018 01:00:00 PM,71.41.26.57, , , , ,141302,02,27,2018,12,04,2005,12,Female,6,76712,No, , , , ,White, , ,No, ,no,Father, ,Husband, ,2,Bachelor's degree or higher,Frequently,Always,Frequently,Occasionally,Never,Frequently,Frequently,Occasionally,Occasionally,Never,Occasionally,Never,Always,Occasionally,Never,Occasionally,Never,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Frequently,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,76712,south,2/27/2018,12/4/2005,12.2327173169062,11.75 to 13.99,1,White,1
Web Link 1,6723511272,160864355,02/27/2018 03:23:42 PM,02/27/2018 03:32:15 PM,72.48.12.221, , , , ,141266,02,27,2018,04,25,2005,12,Male,7,76708,No, , , , ,White, , ,No, ,no,Father, ,Father, ,2,Bachelor's degree or higher,Frequently,Always,Frequently,Occasionally,Never,Frequently,Frequently,Frequently,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,76708,south,2/27/2018,4/25/2005,12.8432580424367,11.75 to 13.99,1,White,1
Web Link 1,6723564833,160864355,02/27/2018 03:50:19 PM,02/27/2018 04:01:07 PM,72.178.146.166, , , , ,141289,02,27,2018,04,07,2000,17,Female,12,76708,No, , , , ,White, , ,No, ,yes,Father, ,Husband, ,2,Some college or associate degree,Always,Always,Always,Never,Never,Always,Always,Always,Occasionally,Never,Never,Never,Always,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Never,Never,Occasionally,Frequently,Never,Never,Occasionally,Occasionally,Frequently,Frequently,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Frequently,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Always,Occasionally,Never,Never,Occasionally,Never,Never,Never,Frequently,Frequently,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Always,Never,Occasionally,Always,Never,Never,Never,Never,Never,Occasionally,Never,Never,Frequently,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Full License,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,76708,south,2/27/2018,4/7/2000,17.8918548939083,16.00 to 17.99 years,1,White,1
Web Link 1,6723581222,160864355,02/27/2018 04:01:59 PM,02/27/2018 04:12:05 PM,72.178.146.166, , , , ,141290,02,27,2018,09,30,2005,12,Male,6,76708,No, , , , ,White, , ,No, ,no,Father, ,Husband, ,2,Some college or associate degree,Frequently,Always,Occasionally,Occasionally,Never,Frequently,Always,Always,Frequently,Never,Occasionally,Occasionally,Always,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Never,Occasionally,Always,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Frequently,Never,Never,Never,Never,Never,Occasionally,Occasionally,Frequently,Occasionally,Never,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Never,Never,Frequently,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Always,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never, , , , , , , , , , , , , , , , , , , ,76708,south,2/27/2018,9/30/2005,12.4106776180698,11.75 to 13.99,1,White,1
Web Link 1,6723872105,160864355,02/27/2018 07:04:59 PM,02/27/2018 07:13:34 PM,107.77.197.129, , , , ,141286,02,27,2018,12,12,2004,13,Male,7,76633,No, , , , ,White, , ,No, ,no,Father, ,Husband, ,2,Some college or associate degree,Always,Always,Frequently,Never,Never,Occasionally,Always,Frequently,Never,Never,Never,Never,Always,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,76633,south,2/27/2018,12/12/2004,13.2101300479124,11.75 to 13.99,1,White,1
Web Link 1,6724879123,160864355,02/28/2018 06:34:13 AM,02/28/2018 06:44:54 AM,107.77.198.11, , , , ,141295,02,28,2018,10,06,1999,18,Female,12,76705,No, , , , ,White, , ,No, ,no,Stepfather, ,Wife, ,4 or more,High school graduate (including GED),Always,Always,Always,Never,Never,Always,Frequently,Always,Never,Never,Occasionally,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,76705,south,2/28/2018,10/6/1999,18.3983572895277,18.00 to 22.25 years,1,White,1
Web Link 1,6725090549,160864355,02/28/2018 07:50:12 AM,02/28/2018 08:05:19 AM,173.173.47.213, , , , ,141284,02,28,2018,09,22,2004,13,Male,7,76638,No, , , , ,White, , ,No, ,no,Father, ,Husband, ,1,Bachelor's degree or higher,Frequently,Always,Frequently,Occasionally,Never,Occasionally,Always,Frequently,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Frequently,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Frequently,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Frequently,Frequently,Never,Frequently,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,76638,south,2/28/2018,9/22/2004,13.4346338124572,11.75 to 13.99,1,White,1
Web Link 1,6725797452,160864355,02/28/2018 12:02:43 PM,02/28/2018 12:11:52 PM,71.40.44.98, , , , ,141270,02,28,2018,09,14,2004,13,Male,7,76705,No, , , , ,White, , ,No, ,no,Father, ,Husband, ,1,High school graduate (including GED),Frequently,Frequently,Frequently,Never,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Never,Occasionally,Occasionally,Frequently,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,76705,south,2/28/2018,9/14/2004,13.4565366187543,11.75 to 13.99,1,White,1
Web Link 1,6731680339,160864355,03/02/2018 04:19:24 PM,03/02/2018 04:30:35 PM,107.77.197.18, , , , ,141305,03,02,2018,01,10,2005,13,Female,7,76708,No, , , , ,White, , ,No, ,no,Aunt/Uncle, ,Other family member, ,0,Bachelor's degree or higher,Frequently,Frequently,Occasionally,Occasionally,Never,Occasionally,Frequently,Occasionally,Occasionally,Never,Occasionally,Never,Frequently,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never, , , , , , , , , , , , , , , , , , , ,76708,south,3/2/2018,1/10/2005,13.138945927447,11.75 to 13.99,1,White,1
Web Link 1,6732922848,160864355,03/03/2018 06:35:46 PM,03/03/2018 06:42:31 PM,71.41.235.235, , , , ,141298,03,03,2018,08,25,2005,13,Female,7,76705,No, , , , ,White, , ,No, ,no,Father, ,Husband, ,3,Bachelor's degree or higher,Always,Always,Always,Never,Occasionally,Always,Always,Always,Never,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,76705,south,3/3/2018,8/25/2005,12.5201916495551,11.75 to 13.99,1,White,1
Web Link 1,6732928194,160864355,03/03/2018 06:43:04 PM,03/03/2018 06:49:14 PM,71.41.235.235, , , , ,141297,03,03,2018,12,06,2003,14,Female,8,76705,No, , , , ,White, , ,No, ,no,Father, ,Husband, ,3,Bachelor's degree or higher,Occasionally,Occasionally,Always,Never,Never,Always,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Always,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,76705,south,3/3/2018,12/6/2003,14.2395619438741,14.00 to 15.99 years,1,White,1
Web Link 1,6734023016,160864355,03/04/2018 06:40:13 PM,03/04/2018 06:50:09 PM,173.173.33.110, , , , ,141293,03,04,2018,11,05,2005,12,Female,6,76707,No, , , , ,White, , ,No, ,no,Stepfather, ,Other (please specify),Boyfriend,2,High school graduate (including GED),Always,Always,Frequently,Never,Never,Frequently,Always,Always,Occasionally,Never,Never,Occasionally,Always,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never, , , , , , , , , , , , , , , , , , , ,76707,south,3/4/2018,11/5/2005,12.3258042436687,11.75 to 13.99,1,White,1
Web Link 1,6736717012,160864355,03/05/2018 06:22:45 PM,03/05/2018 06:36:59 PM,173.173.34.192, , , , ,141272,03,05,2018,01,20,2004,14,Female,8,76708,Yes, , , , ,White, , ,No, ,no,Father, ,Husband, ,4 or more,High school graduate (including GED),Frequently,Frequently,Occasionally,Occasionally,Never,Occasionally,Always,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Frequently,Occasionally,Never,Occasionally,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,76708,south,3/5/2018,1/20/2004,14.1218343600274,14.00 to 15.99 years,1,Hispanic,1
Web Link 1,6736760618,160864355,03/05/2018 06:47:01 PM,03/05/2018 06:55:50 PM,173.173.53.55, , , , ,141288,03,05,2018,11,29,2004,13,Female,7,76708,No, , , , ,White, , ,No, ,no,Father, ,Husband, ,1,Bachelor's degree or higher,Always,Always,Always,Never,Never,Occasionally,Always,Always,Never,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Occasionally,Frequently,Frequently,Never,Never,Occasionally,Occasionally,Never,Always,Never,Frequently,Frequently,Always,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,76708,south,3/5/2018,11/29/2004,13.2621492128679,11.75 to 13.99,1,White,1
Web Link 1,6740192815,160864355,03/07/2018 01:26:05 AM,03/07/2018 01:45:33 AM,107.77.200.34, , , , ,141278,03,06,2018,10,22,2000,17,Male,11,76638,No, , , , ,White, , ,No, ,yes,Father, ,Husband, ,2,Some college or associate degree,Always,Always,Frequently,Never,Never,Always,Always,Occasionally,Never,Never,Occasionally,Never,Always,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Never,Never,Learner's Permit,Occasionally,Never,Never,Never,Always,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,76638,south,3/6/2018,10/22/2000,17.3689253935661,16.00 to 17.99 years,1,White,1
Web Link 1,7047738700,160864355,02/05/2020 06:30:49 PM,02/05/2020 06:46:34 PM,66.190.68.89, , , , , 321034,02,05,2020,01,27,2004,16,Female,10,76131,No, , , , ,White, , ,No, ,no,Father, ,Husband, ,2,Bachelor's degree or higher,Always,Always,Always,Never,Never,Always,Frequently,Frequently,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Frequently,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Frequently,Occasionally,Never,Never, , , , , , , , , , , , , , , , , , , ,76131,south,2/5/2020,1/27/2004,16.0246406570842,16.00 to 17.99 years,1,White,1
Web Link 1,7049575544,160864355,02/19/2020 06:29:01 PM,02/19/2020 06:50:41 PM,174.246.128.250, , , , ,321031,02,19,2020,10,02,2002,17,Female,11,76247,No, , , , ,White, , ,No, ,yes,Stepfather, ,Husband, ,2,High school graduate (including GED),Always,Always,Frequently,Never,Never,Frequently,Frequently,Frequently,Frequently,Never,Never,Frequently,Always,Occasionally,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Occasionally,Frequently,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Frequently,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Frequently,Full License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,76247,south,2/19/2020,10/2/2002,17.3826146475017,16.00 to 17.99 years,1,White,1
Web Link 1,7049577135,160864355,02/19/2020 06:51:11 PM,02/19/2020 07:04:26 PM,174.246.128.250, , , , ,321032,02,19,2020,07,05,2005,14,Male,9,76247,No, , , , ,White, , ,No, ,no,Stepfather, ,Husband, ,2,High school graduate (including GED),Occasionally,Frequently,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Never,Occasionally,Occasionally,Frequently,Frequently,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Always,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Frequently,Never,Occasionally,Occasionally,Never,Never,Frequently,Occasionally,Occasionally,Frequently,Never,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Frequently,Never,Never,Frequently,Occasionally,Never,Frequently,Never,Never,Always,Always,Always,Always,Never,Never,Never,Never,Frequently,Always,Always,Always,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Never,Frequently,Frequently,Frequently,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Frequently,Frequently,Always,Occasionally,Never, , , , , , , , , , , , , , , , , , , ,76247,south,2/19/2020,7/5/2005,14.6255989048597,14.00 to 15.99 years,1,White,1
Web Link 1,7050043242,160864355,02/23/2020 10:20:25 PM,02/23/2020 10:38:59 PM,66.169.165.57, , , , ,321033,02,24,2018,04,17,2002,17,Female,12,76248,No, , , , ,White, , ,No, ,yes,Father, ,Husband, ,2,Bachelor's degree or higher,Always,Always,Always,Never,Occasionally,Occasionally,Frequently,Frequently,Never,Occasionally,Never,Frequently,Frequently,Never,Occasionally,Frequently,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Full License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,76248,south,2/24/2018,4/17/2002,15.8576317590691,14.00 to 15.99 years,1,White,1
Web Link 1,7052216644,160864355,03/10/2020 05:30:50 PM,03/11/2020 07:27:31 AM,73.206.142.194, , , , ,321035,03,10,2020,08,11,2004,15,Female,9,77573,No, , , , ,White, , ,No, ,no,Mother, ,Wife, ,1,Bachelor's degree or higher,Frequently,Frequently,Always,Occasionally,Occasionally,Occasionally,Frequently,Always,Occasionally,Never,Never,Never,Always,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Frequently,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,77573,south,3/10/2020,8/11/2004,15.5783709787817,14.00 to 15.99 years,1,White,1
