RespondentID,StartDate,EndDate,IPAddress,IDNumber,Month,Day,Year,DOBMonth,DOBDay,DOBYear,Age,Gender,Grade,Hispanic,AmericanIndAlaskanNat,Asian,Black,NativeHawPacIsl,White,Other,OtherSpecified,disability,q0010_other,driving,ParentHighestEducation,q0013,q0119,q0120,q0121,q0122,q0123,q0124,q0125,q0126,q0127,q0128,q0129,q0130,q0131,q0132,q0133,q0134,q0135,q0136,q0137,Zip,Region,P_RateDt,P_DOB,P_Age,AgeGroup,Count,Ethnicity,count_total,ResponseId,HighestEducation,DriveForm,q0012,q0012_other
 , , , ,141273,02,14,2018,10,24,2003,14,Male,8,No, , , , ,White, , ,Yes,ADHD,no,Bachelor's degree or higher,2, , , , , , , , , , , , , , , , , , , ,76708,south,2/14/2018,10/24/2003,14.3107460643395,14.00 to 15.99 years,1,White,1, , ,TeenHome,Mother, 
5493709194,02/26/2018 03:59:28 PM,02/26/2018 04:17:06 PM,24.155.156.145,141275,02,26,2018,07,28,1999,18,Female,12,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,1,Full License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,76712,south,2/26/2018,7/28/1999,18.5845311430527,18.00 to 22.25 years,1,White,1, , ,TeenSR, , 
 , , , ,141275,02,21,2018,07,28,1999,18,Female,12,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,2,Full License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,76712,south,2/21/2018,7/28/1999,18.570841889117,18.00 to 22.25 years,1,White,1, , ,TeenHome,Mother, 
5491316648,02/19/2018 05:42:30 PM,02/19/2018 05:55:39 PM,72.48.14.97,141276,02,19,2018,03,27,2002,15,Female,10,No, , , , ,White, , ,No, ,no,Some college or associate degree,2, , , , , , , , , , , , , , , , , , , ,76708,south,2/19/2018,3/27/2002,15.9014373716632,14.00 to 15.99 years,1,White,1, , ,TeenSR, , 
 , , , ,141276,02,16,2018,03,27,2002,15,Female,10,No, , , , ,White, , ,No, ,no,Some college or associate degree,3, , , , , , , , , , , , , , , , , , , ,76708,south,2/16/2018,3/27/2002,15.8932238193018,14.00 to 15.99 years,1,White,1, , ,TeenHome,Mother, 
5491313298,02/19/2018 05:24:40 PM,02/19/2018 05:38:48 PM,72.48.14.97,141277,02,19,2018,12,19,2004,13,Female,7,No, , , , ,White, , ,No, ,no,Some college or associate degree,2, , , , , , , , , , , , , , , , , , , ,76708,south,2/19/2018,12/19/2004,13.1690622861054,11.75 to 13.99,1,White,1, , ,TeenSR, , 
 , , , ,141277,02,19,2018,12,19,2004,13,Female,7,No, , , , ,White, , ,No, ,no,Some college or associate degree,2, , , , , , , , , , , , , , , , , , , ,76708,south,2/19/2018,12/19/2004,13.1690622861054,11.75 to 13.99,1,White,1, , ,TeenHome,Mother, 
5496492691,03/06/2018 06:49:47 PM,03/06/2018 07:28:30 PM,107.77.200.34,141278,03,06,2018,10,22,2000,17,Male,11,No, , , , ,White, , ,No, ,yes,Some college or associate degree,1,Learner's Permit,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,76638,south,3/6/2018,10/22/2000,17.3689253935661,16.00 to 17.99 years,1,White,1, , ,TeenSR, , 
 , , , ,141278,03,01,2018,10,22,2000,17,Male,11,No, , , , ,White, , ,No, ,yes,Some college or associate degree,1,Learner's Permit,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,76638,south,3/1/2018,10/22/2000,17.3552361396304,16.00 to 17.99 years,1,White,1, , ,TeenHome,Mother, 
5491307656,02/19/2018 04:54:04 PM,02/19/2018 05:13:17 PM,72.48.13.85,141279,02,19,2018,05,24,2004,13,Male,8,No, , , , ,White, , ,No, ,no,Some college or associate degree,3, , , , , , , , , , , , , , , , , , , ,76708,south,2/19/2018,5/24/2004,13.741273100616,11.75 to 13.99,1,White,1, , ,TeenSR, , 
 , , , ,141279,02,28,2018,05,24,2004,13,Male,8,No, , , , ,White, , ,No, ,no,Some college or associate degree,2, , , , , , , , , , , , , , , , , , , ,76708,south,2/28/2018,5/24/2004,13.7659137577002,11.75 to 13.99,1,White,1, , ,TeenHome,Stepmother, 
5490333694,02/16/2018 07:13:50 AM,02/16/2018 07:18:54 AM,24.227.200.250,141280,02,16,2018,04,30,2001,16,Female,11,No, , , , ,White, , ,No, ,yes,Some college or associate degree,2,Full License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,76643,south,2/16/2018,4/30/2001,16.7994524298426,16.00 to 17.99 years,1,White,1, , ,TeenSR, , 
 , , , ,141280,02,16,2018,04,30,2001,16,Female,11,No, , , , ,White, , ,No, ,yes,Some college or associate degree,2,Full License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,76643,south,2/16/2018,4/30/2001,16.7994524298426,16.00 to 17.99 years,1,White,1, , ,TeenHome,Mother, 
5490335710,02/16/2018 07:19:09 AM,02/16/2018 07:25:14 AM,24.227.200.250,141281,02,16,2018,05,30,1999,18,Male,12,No, , , , ,White, , ,No, ,yes,Some college or associate degree,2,Full License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,76643,south,2/16/2018,5/30/1999,18.7186858316222,18.00 to 22.25 years,1,White,1, , ,TeenSR, , 
 , , , ,141281,02,16,2018,05,30,1999,18,Male,12,No, , , , ,White, , ,No, ,yes,Some college or associate degree,2,Full License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,76643,south,2/16/2018,5/30/1999,18.7186858316222,18.00 to 22.25 years,1,White,1, , ,TeenHome,Mother, 
5492874735,02/23/2018 07:19:16 PM,04/24/2019 10:08:42 AM,107.77.199.219,141282,02,23,2018,09,13,2004,13,Male,7,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,1, , , , , , , , , , , , , , , , , , , ,76708,south,2/23/2018,9/13/2004,13.4455852156058,11.75 to 13.99,1,White,1, , ,TeenSR, , 
 , , , ,141282,02,23,2018,09,13,2004,13,Male,7,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,1, , , , , , , , , , , , , , , , , , , ,76708,south,2/23/2018,9/13/2004,13.4455852156058,11.75 to 13.99,1,White,1, , ,TeenHome,Mother, 
5495039627,03/02/2018 04:41:53 AM,03/02/2018 04:57:51 AM,173.173.47.213,141284,03,02,2018,09,22,2004,13,Male,7,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,1, , , , , , , , , , , , , , , , , , , ,76638,south,3/2/2018,9/22/2004,13.4401095140315,11.75 to 13.99,1,White,1, , ,TeenSR, , 
 , , , ,141284,02,28,2018,09,22,2004,13,Male,7,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,1, , , , , , , , , , , , , , , , , , , ,76638,south,2/28/2018,9/22/2004,13.4346338124572,11.75 to 13.99,1,White,1, , ,TeenHome,Mother, 
5491539751,02/20/2018 08:50:19 AM,04/24/2019 10:09:24 AM,12.156.43.195,141285,02,20,2018,06,03,2004,13,Male,8,No, , , , ,White, , ,No, ,no,Some college or associate degree,1, , , , , , , , , , , , , , , , , , , ,76065,south,2/20/2018,6/3/2004,13.7166324435318,11.75 to 13.99,1,White,1, , ,TeenSR, , 
 , , , ,141285,02,20,2018,06,03,2004,13,Male,8,No, , , , ,White, , ,No, ,no,Some college or associate degree,1, , , , , , , , , , , , , , , , , , , ,76065,south,2/20/2018,6/3/2004,13.7166324435318,11.75 to 13.99,1,White,1, , ,TeenHome,Mother, 
5490641733,02/17/2018 07:56:31 AM,02/17/2018 08:07:42 AM,107.77.196.138,141286,02,17,2018,12,12,2004,13,Male,7,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,2, , , , , , , , , , , , , , , , , , , ,76633,south,2/17/2018,12/12/2004,13.1827515400411,11.75 to 13.99,1,White,1, , ,TeenSR, , 
 , , , ,141286,02,16,2018,12,12,2004,13,Male,7,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,2, , , , , , , , , , , , , , , , , , , ,76633,south,2/16/2018,12/12/2004,13.1800136892539,11.75 to 13.99,1,White,1, , ,TeenHome,Mother, 
5494111421,02/27/2018 02:55:06 PM,02/28/2018 08:43:36 AM,65.111.125.166,141287,02,27,2018,11,03,2004,13,Male,7,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,3, , , , , , , , , , , , , , , , , , , ,76708,south,2/27/2018,11/3/2004,13.3169062286105,11.75 to 13.99,1,White,1, , ,TeenSR, , 
 , , , ,141287,02,27,2018,11,03,2004,13,Male,7,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,3, , , , , , , , , , , , , , , , , , , ,76708,south,2/27/2018,11/3/2004,13.3169062286105,11.75 to 13.99,1,White,1, , ,TeenHome,Mother, 
5496094746,03/05/2018 06:29:56 PM,04/24/2019 10:11:06 AM,173.173.53.55,141288,03,05,2018,11,29,2004,13,Female,7,No, , , , ,White, , ,No, ,no,High school graduate (including GED),1, , , , , , , , , , , , , , , , , , , ,76708,south,3/5/2018,11/29/2004,13.2621492128679,11.75 to 13.99,1,White,1, , ,TeenSR, , 
 , , , ,141288,02,20,2018,11,29,2004,13,Female,7,No, , , , ,White, , ,No, ,no,High school graduate (including GED),1, , , , , , , , , , , , , , , , , , , ,76708,south,2/20/2018,11/29/2004,13.2265571526352,11.75 to 13.99,1,White,1, , ,TeenHome,Mother, 
5494130492,02/27/2018 04:13:14 PM,02/27/2018 04:22:16 PM,72.178.146.166,141289,02,27,2018,04,07,2000,17,Female,12,No, , , , ,White, , ,No, ,yes,Some college or associate degree,2,Full License,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Frequently,Never,76708,south,2/27/2018,4/7/2000,17.8918548939083,16.00 to 17.99 years,1,White,1, , ,TeenSR, , 
 , , , ,141289,02,27,2018,04,07,2000,17,Female,12,No, , , , ,White, , ,No, ,yes,Some college or associate degree,2,Full License,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,76708,south,2/27/2018,4/7/2000,17.8918548939083,16.00 to 17.99 years,1,White,1, , ,TeenHome,Mother, 
5494516724,02/28/2018 03:40:18 PM,02/28/2018 03:47:29 PM,99.203.27.162,141290,02,28,2018,09,30,2005,12,Male,6,No, , , , ,White, , ,No, ,no,Some college or associate degree,2, , , , , , , , , , , , , , , , , , , ,76708,south,2/28/2018,9/30/2005,12.4134154688569,11.75 to 13.99,1,White,1, , ,TeenSR, , 
 , , , ,141290,02,19,2018,09,30,2005,12,Male,6,No, , , , ,White, , ,No, ,no,Some college or associate degree,2, , , , , , , , , , , , , , , , , , , ,76708,south,2/19/2018,9/30/2005,12.3887748117728,11.75 to 13.99,1,White,1, , ,TeenHome,Mother, 
5490753939,02/17/2018 06:52:51 PM,02/17/2018 07:07:21 PM,174.207.18.104,141292,02,17,2018,01,13,2001,17,Female,11,No, , , , ,White, , ,No, ,no,Some college or associate degree,2, , , , , , , , , , , , , , , , , , , ,76638,south,2/17/2018,1/13/2001,17.0951403148528,16.00 to 17.99 years,1,White,1, , ,TeenSR, , 
 , , , ,141292,02,17,2018,01,13,2001,17,Female,11,No, , , , ,White, , ,No, ,no,Some college or associate degree,2, , , , , , , , , , , , , , , , , , , ,76638,south,2/17/2018,1/13/2001,17.0951403148528,16.00 to 17.99 years,1,White,1, , ,TeenHome,Mother, 
5495692227,03/04/2018 06:13:12 PM,04/24/2019 10:12:27 AM,173.173.33.110,141293,03,04,2018,11,05,2005,12,Female,6,No, , , , ,White, , ,No, ,no,Some college or associate degree,2, , , , , , , , , , , , , , , , , , , ,76707,south,3/4/2018,11/5/2005,12.3258042436687,11.75 to 13.99,1,White,1, , ,TeenSR, , 
 , , , ,141293,03,04,2018,11,05,2005,12,Female,6,No, , , , ,White, , ,No, ,no,Some college or associate degree,2, , , , , , , , , , , , , , , , , , , ,76707,south,3/4/2018,11/5/2005,12.3258042436687,11.75 to 13.99,1,White,1, , ,TeenHome,Mother, 
5491670622,02/20/2018 02:20:39 PM,02/20/2018 02:31:36 PM,107.77.200.73,141294,02,20,2018,09,18,2004,13,Female,7,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,4 or more, , , , , , , , , , , , , , , , , , , ,76689,south,2/20/2018,9/18/2004,13.4236824093087,11.75 to 13.99,1,White,1, , ,TeenSR, , 
 , , , ,141294,02,20,2018,09,18,2004,13,Female,7,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,3, , , , , , , , , , , , , , , , , , , ,76689,south,2/20/2018,9/18/2004,13.4236824093087,11.75 to 13.99,1,White,1, , ,TeenHome,Mother, 
5494291879,02/28/2018 05:49:53 AM,04/24/2019 10:13:32 AM,107.77.198.11,141295,02,28,2018,10,06,1999,18,Female,12,No, , , , ,White, , ,No, ,no,Some college or associate degree,4 or more, , , , , , , , , , , , , , , , , , , ,76705,south,2/28/2018,10/6/1999,18.3983572895277,18.00 to 22.25 years,1,White,1, , ,TeenSR, , 
 , , , ,141295,02,17,2018,10,06,1999,18,Female,12,No, , , , ,White, , ,No, ,no,Some college or associate degree,2, , , , , , , , , , , , , , , , , , , ,76705,south,2/17/2018,10/6/1999,18.3682409308693,18.00 to 22.25 years,1,White,1, , ,TeenHome,Mother, 
5493312970,02/25/2018 05:19:44 PM,02/25/2018 05:33:48 PM,72.48.14.47,141296,02,25,2018,11,27,2000,17,Male,11,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,2,Full License,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,76708,south,2/25/2018,11/27/2000,17.2457221081451,16.00 to 17.99 years,1,White,1, , ,TeenSR, , 
 , , , ,141296,02,22,2018,11,27,2000,17,Male,11,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,1,Full License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,76708,south,2/22/2018,11/27/2000,17.2375085557837,16.00 to 17.99 years,1,White,1, , ,TeenHome,Mother, 
5495634902,03/04/2018 12:30:56 PM,03/04/2018 12:45:00 PM,71.41.235.235,141297,03,04,2018,12,06,2003,14,Female,8,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,3, , , , , , , , , , , , , , , , , , , ,76705,south,3/4/2018,12/6/2003,14.2422997946612,14.00 to 15.99 years,1,White,1, , ,TeenSR, , 
 , , , ,141297,02,22,2018,12,06,2003,14,Female,8,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,3, , , , , , , , , , , , , , , , , , , ,76705,south,2/22/2018,12/6/2003,14.2149212867899,14.00 to 15.99 years,1,White,1, , ,TeenHome,Mother, 
5493633285,02/26/2018 12:11:38 PM,02/27/2018 10:26:48 AM,107.77.198.7,141298,02,26,2018,08,25,2005,12,Female,7,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,3, , , , , , , , , , , , , , , , , , , ,76705,south,2/26/2018,8/25/2005,12.5065023956194,11.75 to 13.99,1,White,1, , ,TeenSR, , 
 , , , ,141298,02,22,2018,08,25,2005,12,Female,7,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,3, , , , , , , , , , , , , , , , , , , ,76705,south,2/22/2018,8/25/2005,12.4955509924709,11.75 to 13.99,1,White,1, , ,TeenHome,Mother, 
5493332633,02/25/2018 07:19:27 PM,04/24/2019 10:16:02 AM,72.48.12.36,141300,02,25,2018,11,08,2002,15,Female,9,Yes, , , , ,White, , ,No, ,no,Some college or associate degree,1, , , , , , , , , , , , , , , , , , , ,76708,south,2/25/2018,11/8/2002,15.2991101984942,14.00 to 15.99 years,1,Hispanic,1, , ,TeenSR, , 
 , , , ,141300,02,25,2018,11,08,2002,15,Female,9,Yes, , , , ,White, , ,No, ,no,Some college or associate degree,1, , , , , , , , , , , , , , , , , , , ,76708,south,2/25/2018,11/8/2002,15.2991101984942,14.00 to 15.99 years,1,Hispanic,1, , ,TeenHome,Mother, 
5493244105,02/25/2018 10:31:23 AM,02/25/2018 11:07:36 AM,173.175.54.212,141302,02,25,2018,12,03,2005,12,Female,6,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,1, , , , , , , , , , , , , , , , , , , ,76712,south,2/25/2018,12/3/2005,12.2299794661191,11.75 to 13.99,1,White,1, , ,TeenSR, , 
 , , , ,141302,02,25,2018,12,03,2005,12,Female,6,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,2, , , , , , , , , , , , , , , , , , , ,76712,south,2/25/2018,12/3/2005,12.2299794661191,11.75 to 13.99,1,White,1, , ,TeenHome,Mother, 
5493044194,02/24/2018 12:35:06 PM,02/24/2018 12:59:25 PM,107.77.196.50,141303,02,24,2018,07,19,2001,16,Female,11,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,2,Full License,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Frequently,Occasionally,76655,south,2/24/2018,7/19/2001,16.6023271731691,16.00 to 17.99 years,1,White,1, , ,TeenSR, , 
 , , , ,141303,02,24,2018,07,19,2001,16,Female,11,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,2,Full License,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,76655,south,2/24/2018,7/19/2001,16.6023271731691,16.00 to 17.99 years,1,White,1, , ,TeenHome,Mother, 
5494938952,03/01/2018 06:03:06 PM,04/24/2019 10:18:34 AM,173.173.48.63,141305,03,01,2018,01,10,2005,13,Female,7,No, , , , ,White, , ,No, ,no,Some college or associate degree,2, , , , , , , , , , , , , , , , , , , ,76708,south,3/1/2018,1/10/2005,13.1362080766598,11.75 to 13.99,1,White,1, , ,TeenSR, , 
 , , , ,141305,03,01,2018,01,10,2005,13,Female,7,No, , , , ,White, , ,No, ,no,Some college or associate degree,0, , , , , , , , , , , , , , , , , , , ,76708,south,3/1/2018,1/10/2005,13.1362080766598,11.75 to 13.99,1,White,1, , ,TeenHome,Other (please specify),I have adopted her
5339026275,04/25/2017 12:45:41 PM,04/25/2017 12:59:25 PM,32.208.186.51,143005,04,25,2017,05,09,2004,12,Female,7,No, , , , ,White, , ,No, ,no,Some college or associate degree,4 or more, , , , , , , , , , , , , , , , , , , ,6492,northeast,4/25/2017,5/9/2004,12.9609856262834,11.75 to 13.99,1,White,1, , ,TeenSR, , 
 , , , ,143005,04,25,2017,05,09,2004,12,Female,7,No, , , , ,White, , ,No, ,no,Some college or associate degree,4 or more, , , , , , , , , , , , , , , , , , , ,6492,northeast,4/25/2017,5/9/2004,12.9609856262834,11.75 to 13.99,1,White,1, , ,TeenHome,Mother, 
5348601107,05/03/2017 04:34:32 PM,04/24/2019 10:22:28 AM,66.87.124.195,143014,05,03,2017,09,12,2002,14,Male,8,Yes, , , , ,White, , ,No, ,no,Bachelor's degree or higher,4 or more, , , , , , , , , , , , , , , , , , , ,6457,northeast,5/3/2017,9/12/2002,14.6392881587953,14.00 to 15.99 years,1,Hispanic,1, , ,TeenSR, , 
 , , , ,143014,04,29,2017,09,12,2002,14,Male,8,Yes, , , , ,White, , ,No, ,no,Bachelor's degree or higher,4 or more, , , , , , , , , , , , , , , , , , , ,6457,northeast,4/29/2017,9/12/2002,14.6283367556468,14.00 to 15.99 years,1,Hispanic,1, , ,TeenHome,Stepmother, 
5360280098,05/17/2017 08:33:53 AM,05/17/2017 08:49:57 AM,64.251.51.2,143021,05,17,2017,06,03,2000,16,Male,11,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,2, , , , , , , , , , , , , , , , , , , ,6450,northeast,5/17/2017,6/3/2000,16.952772073922,16.00 to 17.99 years,1,White,1, , ,TeenSR, , 
 , , , ,143021,05,18,2017,06,03,2000,16,Male,11,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,3, , , , , , , , , , , , , , , , , , , ,6540,northeast,5/18/2017,6/3/2000,16.9555099247091,16.00 to 17.99 years,1,White,1, , ,TeenHome,Mother, 
5358656092,05/15/2017 02:25:38 PM,05/15/2017 02:54:58 PM,32.211.16.106,143022,05,15,2017,09,22,2003,13,Male,8,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,2, , , , , , , , , , , , , , , , , , , ,6450,northeast,5/15/2017,9/22/2003,13.6454483230664,11.75 to 13.99,1,White,1, , ,TeenSR, , 
 , , , ,143022,05,15,2017,09,22,2003,13,Male,8,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,3, , , , , , , , , , , , , , , , , , , ,6450,northeast,5/15/2017,9/22/2003,13.6454483230664,11.75 to 13.99,1,White,1, , ,TeenHome,Mother, 
5369313297,05/27/2017 05:52:55 PM,04/24/2019 10:24:05 AM,98.179.184.189,143026,05,27,2017,08,24,2003,13,Female,7,No, , ,Black/African American, , , , ,No, ,no,High school graduate (including GED),2, , , , , , , , , , , , , , , , , , , ,6450,northeast,5/27/2017,8/24/2003,13.7577002053388,11.75 to 13.99,1,Black,1, , ,TeenSR, , 
 , , , ,143026,05,27,2017,08,24,2003,13,Female,7,No, , ,Black/African American, , , , ,No, ,no,High school graduate (including GED),2, , , , , , , , , , , , , , , , , , , ,6450,northeast,5/27/2017,8/24/2003,13.7577002053388,11.75 to 13.99,1,Black,1, , ,TeenHome,Mother, 
5351201889,05/06/2017 12:26:39 PM,05/06/2017 12:41:14 PM,50.169.212.16,143030,05,06,2017,10,03,2001,15,Female,9,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,1, , , , , , , , , , , , , , , , , , , ,2341,northeast,5/6/2017,10/3/2001,15.5893223819302,14.00 to 15.99 years,1,White,1, , ,TeenSR, , 
 , , , ,143030,05,06,2017,10,03,2001,15,Female,9,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,1, , , , , , , , , , , , , , , , , , , ,2341,northeast,5/6/2017,10/3/2001,15.5893223819302,14.00 to 15.99 years,1,White,1, , ,TeenHome,Mother, 
5351202323,05/06/2017 12:27:02 PM,05/06/2017 12:44:20 PM,50.169.212.16,143031,05,06,2017,04,05,2004,13,Female,7,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,1, , , , , , , , , , , , , , , , , , , ,2341,northeast,5/6/2017,4/5/2004,13.0841889117043,11.75 to 13.99,1,White,1, , ,TeenSR, , 
 , , , ,143031,05,06,2017,04,05,2004,13,Female,7,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,1, , , , , , , , , , , , , , , , , , , ,2341,northeast,5/6/2017,4/5/2004,13.0841889117043,11.75 to 13.99,1,White,1, , ,TeenHome,Mother, 
5355878562,05/11/2017 01:54:37 PM,05/11/2017 02:03:08 PM,69.250.30.230,144015,05,11,2017,09,07,2002,14,Female,8,No, , ,Black/African American, ,White, , ,No, ,no,Bachelor's degree or higher,1, , , , , , , , , , , , , , , , , , , ,21212,south,5/11/2017,9/7/2002,14.6748802190281,14.00 to 15.99 years,2,MultiRacial,1, , ,TeenSR, , 
 , , , ,144015,05,08,2017,09,07,2002,14,Female,8,No, , ,Black/African American, ,White, , ,No, ,no,Bachelor's degree or higher,1, , , , , , , , , , , , , , , , , , , ,21212,south,5/8/2017,9/7/2002,14.6666666666667,14.00 to 15.99 years,2,MultiRacial,1, , ,TeenHome,Mother, 
5337634923,04/24/2017 11:27:20 AM,04/24/2017 11:43:15 AM,209.68.90.12,158014,04,24,2017,06,03,2004,12,Female,7,No, , , , ,White, , ,No, ,no,Some college or associate degree,3, , , , , , , , , , , , , , , , , , , ,14522,northeast,4/24/2017,6/3/2004,12.8898015058179,11.75 to 13.99,1,White,1, , ,TeenSR, , 
 , , , ,158014,04,30,2017,06,03,2004,12,Female,7,No, , , , ,White, , ,No, ,no,Some college or associate degree,4 or more, , , , , , , , , , , , , , , , , , , ,14522,northeast,4/30/2017,6/3/2004,12.9062286105407,11.75 to 13.99,1,White,1, , ,TeenHome,Mother, 
5344846020,04/30/2017 12:30:57 PM,04/30/2017 12:45:57 PM,67.242.172.34,158031,04,30,2017,01,04,1999,18,Female,12,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,1,Full License,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,14522,northeast,4/30/2017,1/4/1999,18.3189596167009,18.00 to 22.25 years,1,White,1, , ,TeenSR, , 
 , , , ,158031,04,26,2017,01,04,1999,18,Female,12,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,1,Full License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,14522,northeast,4/26/2017,1/4/1999,18.3080082135524,18.00 to 22.25 years,1,White,1, , ,TeenHome,Mother, 
5344852526,04/30/2017 12:46:05 PM,04/24/2019 10:29:59 AM,67.242.172.34,158032,04,30,2017,09,23,2000,16,Male,10,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,1,Restricted License,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,14523,northeast,4/30/2017,9/23/2000,16.5995893223819,16.00 to 17.99 years,1,White,1, , ,TeenSR, , 
 , , , ,158032,04,26,2017,09,23,2000,16,Male,10,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,1,Restricted License,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,14523,northeast,4/26/2017,9/23/2000,16.5886379192334,16.00 to 17.99 years,1,White,1, , ,TeenHome,Mother, 
5344801364,04/30/2017 10:50:55 AM,04/30/2017 10:55:28 AM,66.66.138.73,158033,04,30,2017,05,11,1999,17,Female,12,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,1,Restricted License,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,14522,northeast,4/30/2017,5/11/1999,17.9712525667351,16.00 to 17.99 years,1,White,1, , ,TeenSR, , 
 , , , ,158033,04,30,2017,05,11,1999,17,Female,12,No, , , , ,White, , ,No, ,yes,Bachelor's degree or higher,1,Restricted License,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,14522,northeast,4/30/2017,5/11/1999,17.9712525667351,16.00 to 17.99 years,1,White,1, , ,TeenHome,Mother, 
5344803602,04/30/2017 10:55:53 AM,04/30/2017 10:59:06 AM,66.66.138.73,158034,04,30,2017,03,01,2002,15,Female,9,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,1, , , , , , , , , , , , , , , , , , , ,14522,northeast,4/30/2017,3/1/2002,15.1649555099247,14.00 to 15.99 years,1,White,1, , ,TeenSR, , 
 , , , ,158034,04,30,2017,03,01,2002,15,Female,9,No, , , , ,White, , ,No, ,no,Bachelor's degree or higher,1, , , , , , , , , , , , , , , , , , , ,14522,northeast,4/30/2017,3/1/2002,15.1649555099247,14.00 to 15.99 years,1,White,1, , ,TeenHome,Mother, 
